Number	Family	Species	dden	region	Reference_Number	
12032	Ulmaceae	Phyllostylon_brasiliensis	0.760	South_East_Asia_(tropical)	170	
12033	Ulmaceae	Phyllostylon_rhamnoides	0.730	South_America_(tropical)	35	
12034	Ulmaceae	Phyllostylon_rhamnoides	0.770	South_America_(tropical)	204	
12035	Ulmaceae	Phyllostylon_rhamnoides	0.783	South_America_(extratropical)	66	
12036	Ulmaceae	Phyllostylon_rhamnoides	0.740	South_America_(extratropical)	46	
12037	Ulmaceae	Phyllostylon_rhamnoides	0.720	South_America_(tropical)	77	
12038	Lythraceae	Physocalymma_scaberrimum	0.850	South_America_(extratropical)	114	
12039	Phytolaccaceae	Phytolacca_dioica	0.258	South_America_(extratropical)	66	
12040	Pinaceae	Picea_abies	0.370	Europe	28	
12041	Pinaceae	Picea_asperata	0.287	China	33	
12042	Pinaceae	Picea_asperata	0.301	China	33	
12043	Pinaceae	Picea_asperata	0.395	China	33	
12044	Pinaceae	Picea_asperata	0.266	China	33	
12045	Pinaceae	Picea_asperata	0.290	China	33	
12046	Pinaceae	Picea_brachytyla	0.431	China	33	
12047	Pinaceae	Picea_brachytyla	0.443	China	33	
12048	Pinaceae	Picea_engelmannii	0.330	NorthAmerica	7	
12049	Pinaceae	Picea_glauca	0.330	NorthAmerica	7	
12050	Pinaceae	Picea_jezoensis	0.388	China	33	
12051	Pinaceae	Picea_koraiensis	0.359	China	33	
12052	Pinaceae	Picea_koraiensis	0.375	China	33	
12053	Pinaceae	Picea_koraiensis	0.352	China	33	
12054	Pinaceae	Picea_likiangensis	0.380	China	33	
12055	Pinaceae	Picea_likiangensis	0.360	China	33	
12056	Pinaceae	Picea_mariana	0.380	NorthAmerica	7	
12057	Pinaceae	Picea_morinda	0.400	India	109	
12058	Pinaceae	Picea_purpurea	0.350	China	32	
12059	Pinaceae	Picea_rubens	0.370	NorthAmerica	7	
12060	Pinaceae	Picea_schrenkiana	0.372	China	33	
12061	Pinaceae	Picea_schrenkiana	0.352	China	33	
12062	Pinaceae	Picea_sitchensis	0.370	NorthAmerica	7	
12063	Pinaceae	Picea_sitchensis	0.362	Europe	157	
12064	Pinaceae	Picea_smithiana	0.455	China	33	
12065	Pinaceae	Picea_smithiana	0.428	China	33	
12066	Apocynaceae	Picralima_nitida	0.775	Africa_(tropical)	1	
12067	Simaroubaceae	Picrasma_javanica	0.450	South_East_Asia_(tropical)	129	
12068	Fabaceae	Pictetia_aculeata	0.800	Central_America_(tropical)	111	
12069	Cupressaceae	Pilgerodendron_uviferum	0.430	South_America_(extratropical)	46	
12070	Myrtaceae	Pilidiostigma_tropicum	0.632	Australia	195	
12071	Euphorbiaceae	Pimelodendron_amboinicum	0.460	South_East_Asia_(tropical)	129	
12072	Euphorbiaceae	Pimelodendron_amboinicum	0.534	Australia/PNG_(tropical)	27	
12073	Myrtaceae	Pimenta_dioica	0.960	Mexico	23	
12074	Myrtaceae	Pimenta_officinalis	0.850	Central_America_(tropical)	101	
12075	Myrtaceae	Pimenta_pseudocaryophyllus	1.000	South_America_(extratropical)	114	
12076	Myrtaceae	Pimenta_racemosa	0.900	Central_America_(tropical)	111	
12077	Pinaceae	Pinus_armandi	0.370	China	33	
12078	Pinaceae	Pinus_armandi	0.394	China	33	
12079	Pinaceae	Pinus_armandi	0.409	China	33	
12080	Pinaceae	Pinus_armandi	0.350	China	33	
12081	Pinaceae	Pinus_armandi	0.386	China	33	
12082	Pinaceae	Pinus_armandii	0.370	China	34	
12083	Pinaceae	Pinus_banksiana	0.400	NorthAmerica	7	
12084	Pinaceae	Pinus_bungeana	0.418	China	33	
12085	Pinaceae	Pinus_canariensis	0.610	Europe	76	
12086	Pinaceae	Pinus_caribaea	0.510	South_America_(tropical)	141	
12087	Pinaceae	Pinus_caribaea	0.610	South_America_(tropical)	35	
12088	Pinaceae	Pinus_caribaea	0.555	Central_America_(tropical)	116	
12089	Pinaceae	Pinus_caribaea	0.680	South_America_(tropical)	191	
12090	Pinaceae	Pinus_caribaea	0.439	South_America_(extratropical)	46	
12091	Pinaceae	Pinus_caribaea	0.630	Central_America_(tropical)	112	
12092	Pinaceae	Pinus_clausa	0.460	NorthAmerica	7	
12093	Pinaceae	Pinus_contorta	0.380	NorthAmerica	7	
12094	Pinaceae	Pinus_cupressoides	0.410	South_America_(tropical)	35	
12095	Pinaceae	Pinus_cupressoides	0.380	South_America_(tropical)	36	
12096	Pinaceae	Pinus_densata	0.438	China	33	
12097	Pinaceae	Pinus_densata	0.413	China	33	
12098	Pinaceae	Pinus_densiflora	0.410	China	32	
12099	Pinaceae	Pinus_douglasiana	0.450	Mexico	50	
12100	Pinaceae	Pinus_echinata	0.470	NorthAmerica	7	
12101	Pinaceae	Pinus_edulis	0.500	NorthAmerica	7	
12102	Pinaceae	Pinus_elliottii	0.540	NorthAmerica	7	
12103	Pinaceae	Pinus_fenzeliana	0.360	China	32	
12104	Pinaceae	Pinus_flexilis	0.370	NorthAmerica	7	
12105	Pinaceae	Pinus_glabra	0.410	NorthAmerica	7	
12106	Pinaceae	Pinus_griffithii	0.351	China	33	
12107	Pinaceae	Pinus_griffithii	0.338	China	33	
12108	Pinaceae	Pinus_halepensis	0.460	Europe	76	
12109	Pinaceae	Pinus_hartwegii	0.480	Mexico	51	
12110	Pinaceae	Pinus_hwangshanensis	0.450	China	32	
12111	Pinaceae	Pinus_jeffreyi	0.370	NorthAmerica	7	
12112	Pinaceae	Pinus_kesiya	0.444	China	33	
12113	Pinaceae	Pinus_kesiya	0.511	China	33	
12114	Pinaceae	Pinus_kesiya	0.420	China	33	
12115	Pinaceae	Pinus_kesiya	0.487	China	33	
12116	Pinaceae	Pinus_koraiensis	0.379	China	33	
12117	Pinaceae	Pinus_krempfii	0.482	South_East_Asia_(tropical)	13	
12118	Pinaceae	Pinus_kwangtungensis	0.431	China	33	
12119	Pinaceae	Pinus_kwangtungensis	0.429	China	33	
12120	Pinaceae	Pinus_lambertiana	0.340	NorthAmerica	7	
12121	Pinaceae	Pinus_latteri	0.565	China	33	
12122	Pinaceae	Pinus_latteri	0.530	China	33	
12123	Pinaceae	Pinus_lawsoni	0.510	Mexico	50	
12124	Pinaceae	Pinus_leiophylla	0.460	Mexico	50	
12125	Pinaceae	Pinus_longifolia	0.330	China	34	
12126	Pinaceae	Pinus_longifolia	0.480	India	109	
12127	Pinaceae	Pinus_massoniana	0.459	China	33	
12128	Pinaceae	Pinus_massoniana	0.474	China	33	
12129	Pinaceae	Pinus_massoniana	0.510	China	33	
12130	Pinaceae	Pinus_massoniana	0.558	China	33	
12131	Pinaceae	Pinus_massoniana	0.433	China	33	
12132	Pinaceae	Pinus_massoniana	0.450	China	33	
12133	Pinaceae	Pinus_massoniana	0.510	China	33	
12134	Pinaceae	Pinus_merkusii	0.530	China	34	
12135	Pinaceae	Pinus_michoacana	0.450	Mexico	50	
12136	Pinaceae	Pinus_monticola	0.350	NorthAmerica	7	
12137	Pinaceae	Pinus_nigra	0.414	Europe	105	
12138	Pinaceae	Pinus_nigra	0.420	Europe	76	
12139	Pinaceae	Pinus_oocarpa	0.550	South_America_(tropical)	141	
12140	Pinaceae	Pinus_oocarpa	0.610	South_America_(tropical)	35	
12141	Pinaceae	Pinus_palustris	0.540	NorthAmerica	7	
12142	Pinaceae	Pinus_patula	0.450	South_America_(tropical)	141	
12143	Pinaceae	Pinus_patula	0.387	South_America_(extratropical)	46	
12144	Pinaceae	Pinus_pinaster	0.414	Europe	105	
12145	Pinaceae	Pinus_pinaster	0.410	Europe	76	
12146	Pinaceae	Pinus_pinea	0.500	Europe	76	
12147	Pinaceae	Pinus_ponderosa	0.380	NorthAmerica	7	
12148	Pinaceae	Pinus_pungens	0.490	NorthAmerica	7	
12149	Pinaceae	Pinus_radiata	0.390	South_America_(tropical)	95	
12150	Pinaceae	Pinus_radiata	NA	NorthAmerica	7	
12151	Pinaceae	Pinus_resinosa	0.410	NorthAmerica	7	
12152	Pinaceae	Pinus_rigida	0.470	NorthAmerica	7	
12153	Pinaceae	Pinus_roxburghii	0.327	China	33	
12154	Pinaceae	Pinus_serotina	0.510	NorthAmerica	7	
12155	Pinaceae	Pinus_strobus	0.340	NorthAmerica	7	
12156	Pinaceae	Pinus_sylvestris	0.422	Europe	28	
12157	Pinaceae	Pinus_sylvestris	0.393	China	33	
12158	Pinaceae	Pinus_sylvestris	0.411	China	33	
12159	Pinaceae	Pinus_sylvestris	0.370	China	33	
12160	Pinaceae	Pinus_sylvestris	0.381	China	33	
12161	Pinaceae	Pinus_tabulaeformis	0.360	China	32	
12162	Pinaceae	Pinus_taeda	0.470	NorthAmerica	7	
12163	Pinaceae	Pinus_thunbergii	0.450	China	32	
12164	Pinaceae	Pinus_uncinata	0.410	Europe	76	
12165	Pinaceae	Pinus_virginiana	0.450	NorthAmerica	7	
12166	Pinaceae	Pinus_wallichiana	0.340	China	34	
12167	Pinaceae	Pinus_wallichiana	0.430	India	109	
12168	Pinaceae	Pinus_yunnanensis	0.496	China	33	
12169	Pinaceae	Pinus_yunnanensis	0.537	China	33	
12170	Pinaceae	Pinus_yunnanensis	0.471	China	33	
12171	Pinaceae	Pinus_yunnanensis	0.509	China	33	
12172	Piperaceae	Piper_reticulatum	0.330	South_America_(tropical)	184	
12173	Piperaceae	Piper_tucumanum	0.457	South_America_(extratropical)	48	
12174	Fabaceae	Piptadenia_gonoacantha	0.680	South_America_(tropical)	141	
12175	Fabaceae	Piptadenia_gonoacantha	0.750	South_America_(extratropical)	114	
12176	Fabaceae	Piptadenia_grata	0.830	South_America_(tropical)	141	
12177	Fabaceae	Piptadenia_grata	0.850	South_America_(tropical)	11	
12178	Fabaceae	Piptadenia_grata	0.860	South_America_(tropical)	138	
12179	Fabaceae	Piptadenia_obliqua	0.840	South_America_(extratropical)	114	
12180	Fabaceae	Piptadenia_obliqua	1.110	Mexico	23	
12181	Fabaceae	Piptadenia_pittieri	0.590	South_East_Asia_(tropical)	170	
12182	Fabaceae	Piptadenia_rigida	0.730	South_America_(tropical)	141	
12183	Fabaceae	Piptadenia_rigida	0.850	South_America_(extratropical)	114	
12184	Fabaceae	Piptadenia_rigida	0.839	South_America_(extratropical)	46	
12185	Fabaceae	Piptadenia_viridiflora	0.990	South_America_(extratropical)	114	
12186	Fabaceae	Piptadenia_viridiflora	0.730	South_America_(tropical)	44	
12187	Fabaceae	Piptadeniastrum_africanum	0.550	Africa_(tropical)	170	
12188	Fabaceae	Piptadeniastrum_africanum	0.603	Africa_(tropical)	1	
12189	Fabaceae	Piptadeniastrum_africanum	0.560	Africa_(tropical)	85	
12190	Fabaceae	Piptadeniastrum_africanum	0.645	Africa_(tropical)	98	
12191	Fabaceae	Piptadeniastrum_africanum	0.564	Africa_(tropical)	147	
12192	Fabaceae	Piptadeniastrum_africanum	0.580	Africa_(tropical)	147	
12193	Fabaceae	Piptadeniastrum_africanum	0.586	Africa_(tropical)	147	
12194	Fabaceae	Piptadeniastrum_africanum	0.600	Africa_(tropical)	147	
12195	Fabaceae	Piptadeniastrum_africanum	0.634	Africa_(tropical)	147	
12196	Fabaceae	Piptadeniastrum_africanum	0.643	Africa_(tropical)	147	
12197	Fabaceae	Piptadeniastrum_africanum	0.664	Africa_(tropical)	147	
12198	Fabaceae	Piptadeniastrum_africanum	0.678	Africa_(tropical)	147	
12199	Fabaceae	Piptadeniastrum_africanum	0.681	Africa_(tropical)	147	
12200	Fabaceae	Piptadeniastrum_africanum	0.699	Africa_(tropical)	147	
12201	Fabaceae	Piptadeniastrum_africanum	0.511	Africa_(tropical)	147	
12202	Fabaceae	Piptadeniastrum_africanum	0.531	Africa_(tropical)	147	
12203	Fabaceae	Piptadeniastrum_africanum	0.553	Africa_(tropical)	147	
12204	Fabaceae	Piptadeniastrum_africanum	0.563	Africa_(tropical)	147	
12205	Fabaceae	Piptadeniastrum_africanum	0.604	Africa_(tropical)	147	
12206	Fabaceae	Piptadeniastrum_africanum	0.618	Africa_(tropical)	147	
12207	Fabaceae	Piptadeniastrum_africanum	0.687	Africa_(tropical)	147	
12208	Fabaceae	Piptadeniastrum_africanum	0.593	Africa_(tropical)	182	
12209	Fabaceae	Piptadeniastrum_africanum	0.570	Africa_(tropical)	104	
12210	Asteraceae	Piptocarpha_rotundifolia	0.650	South_America_(extratropical)	114	
12211	Asteraceae	Piptocoma_discolor	0.470	South_America_(tropical)	44	
12212	Urticaceae	Pipturus_incanus	0.330	South_East_Asia_(tropical)	129	
12213	Euphorbiaceae	Piranhea_longepedunculata	0.900	South_America_(tropical)	141	
12214	Euphorbiaceae	Piranhea_longepedunculata	0.921	South_America_(tropical)	189	
12215	Euphorbiaceae	Piranhea_longepedunculata	0.920	South_America_(tropical)	44	
12216	Euphorbiaceae	Piranhea_trifoliolata	0.900	South_America_(tropical)	15	
12217	Euphorbiaceae	Piranhea_trifoliolata	0.770	South_America_(tropical)	134	
12218	Fabaceae	Piscidia_carthagenensis	0.800	South_America_(tropical)	44	
12219	Fabaceae	Piscidia_communis	0.590	Mexico	86	
12220	Fabaceae	Piscidia_communis	0.690	Mexico	50	
12221	Nyctaginaceae	Pisonia_subcordata	0.500	Central_America_(tropical)	111	
12222	Nyctaginaceae	Pisonia_umbellifera	0.301	Australia/PNG_(tropical)	90	
12223	Nyctaginaceae	Pisonia_umbellifera	0.301	Australia/PNG_(tropical)	90	
12224	Nyctaginaceae	Pisonia_umbellifera	0.240	South_East_Asia_(tropical)	129	
12225	Nyctaginaceae	Pisonia_zapallo	0.410	South_America_(extratropical)	114	
12226	Nyctaginaceae	Pisonia_zapallo	0.327	South_America_(extratropical)	66	
12227	Nyctaginaceae	Pisonia_zapallo	0.357	South_America_(extratropical)	48	
12228	Nyctaginaceae	Pisonia_zapallo	0.361	South_America_(extratropical)	46	
12229	Nyctaginaceae	Pisonia_zapallo	0.300	South_America_(tropical)	77	
12230	Anacardiaceae	Pistacia_chinensis	0.704	China	33	
12231	Anacardiaceae	Pistacia_chinensis	0.665	China	33	
12232	Anacardiaceae	Pistacia_integerrima	0.730	India	109	
12233	Fabaceae	Pithecellobium_adenophorum	0.360	South_America_(tropical)	15	
12234	Fabaceae	Pithecellobium_arboreum	0.700	Central_America_(tropical)	111	
12235	Fabaceae	Pithecellobium_arboreum	0.610	South_America_(tropical)	204	
12236	Fabaceae	Pithecellobium_dulce	0.550	Central_America_(tropical)	116	
12237	Fabaceae	Pithecellobium_dulce	1.000	Mexico	23	
12238	Fabaceae	Pithecellobium_dulce	0.500	South_America_(tropical)	204	
12239	Fabaceae	Pithecellobium_dulce	0.860	South_America_(tropical)	44	
12240	Fabaceae	Pithecellobium_dulce	0.640	India	26	
12241	Fabaceae	Pithecellobium_dulce	0.551	South_East_Asia_(tropical)	14	
12242	Fabaceae	Pithecellobium_ellipticum	0.430	South_East_Asia_(tropical)	43	
12243	Fabaceae	Pithecellobium_jupunba	0.500	South_East_Asia	136	
12244	Fabaceae	Pithecellobium_latifolium	0.360	South_America_(tropical)	95	
12245	Fabaceae	Pithecellobium_rosulatum	0.590	South_East_Asia_(tropical)	16	
12246	Fabaceae	Pithecellobium_saman	0.480	South_America_(tropical)	141	
12247	Fabaceae	Pithecellobium_saman	0.780	South_America_(extratropical)	114	
12248	Fabaceae	Pithecellobium_saman	0.450	Central_America_(tropical)	116	
12249	Fabaceae	Pithecellobium_saman	0.440	Central_America_(tropical)	111	
12250	Fabaceae	Pithecellobium_saman	0.430	South_America_(tropical)	204	
12251	Fabaceae	Pithecellobium_saman	0.450	South_America_(tropical)	44	
12252	Fabaceae	Pithecellobium_saman	0.490	South_America_(tropical)	138	
12253	Fabaceae	Pithecellobium_scalare	0.439	South_America_(extratropical)	46	
12254	Pittosporaceae	Pittosporum_angustifolium	0.703	Australia	90	
12255	Pittosporaceae	Pittosporum_angustifolium	0.666	Australia	90	
12256	Pittosporaceae	Pittosporum_ferrugineum	0.510	South_East_Asia_(tropical)	129	
12257	Pittosporaceae	Pittosporum_floribundum	0.551	South_East_Asia_(tropical)	14	
12258	Pittosporaceae	Pittosporum_monticolum	0.570	South_East_Asia_(tropical)	129	
12259	Pittosporaceae	Pittosporum_pentandrum	0.536	South_East_Asia_(tropical)	145	
12260	Pittosporaceae	Pittosporum_ramiflorum	0.570	South_East_Asia_(tropical)	129	
12261	Pittosporaceae	Pittosporum_rubiginosum	0.722	Australia	195	
12262	Pittosporaceae	Pittosporum_undulatum	0.745	Australia/PNG_(tropical)	90	
12263	Pittosporaceae	Pittosporum_viridiflorum	0.633	Africa_(extratropical)	72	
12264	Sapindaceae	Placodiscus_pseudostipularis	0.851	Africa_(tropical)	98	
12265	Sapindaceae	Placodiscus_pseudostipularis	0.714	Africa_(tropical)	147	
12266	Sapindaceae	Placodiscus_pseudostipularis	0.814	Africa_(tropical)	147	
12267	Proteaceae	Placospermum_coriaceum	0.594	Australia/PNG_(tropical)	90	
12268	Euphorbiaceae	Plagiostyles_africana	0.732	Africa_(tropical)	1	
12269	Euphorbiaceae	Plagiostyles_africana	0.738	Africa_(tropical)	85	
12270	Euphorbiaceae	Plagiostyles_africana	0.754	Africa_(tropical)	147	
12271	Lecythidaceae	Planchonia_andamanica	0.690	India	109	
12272	Lecythidaceae	Planchonia_grandis	0.720	South_East_Asia_(tropical)	129	
12273	Lecythidaceae	Planchonia_papuana	0.660	South_East_Asia_(tropical)	129	
12274	Lecythidaceae	Planchonia_papuana	0.646	Australia/PNG_(tropical)	27	
12275	Lecythidaceae	Planchonia_valida	0.640	South_East_Asia_(tropical)	16	
12276	Platanaceae	Platanus_acerifolia	0.554	China	33	
12277	Platanaceae	Platanus_acerifolia	0.604	China	33	
12278	Platanaceae	Platanus_acerifolia	0.507	China	33	
12279	Platanaceae	Platanus_acerifolia	0.549	China	33	
12280	Platanaceae	Platanus_hybridus	0.500	South_East_Asia_(tropical)	170	
12281	Platanaceae	Platanus_occidentalis	0.460	NorthAmerica	6	
12282	Platanaceae	Platanus_occidentalis	0.370	South_East_Asia	60	
12283	Platanaceae	Platanus_orientalis	0.480	Europe	76	
12284	Icacinaceae	Platea_excelsa	0.400	South_East_Asia_(tropical)	129	
12285	Icacinaceae	Platea_excelsa	0.330	South_East_Asia_(tropical)	170	
12286	Icacinaceae	Platea_excelsa	0.360	South_East_Asia_(tropical)	170	
12287	Icacinaceae	Platea_kinabaluensis	0.340	South_East_Asia_(tropical)	129	
12288	Icacinaceae	Platea_latifolia	0.340	South_East_Asia_(tropical)	129	
12289	Icacinaceae	Platea_montana	0.380	South_East_Asia_(tropical)	129	
12290	Icacinaceae	Platea_parvifolia	0.439	China	33	
12291	Icacinaceae	Platea_parvifolia	0.467	China	33	
12292	Icacinaceae	Platea_parvifolia	0.474	China	33	
12293	Icacinaceae	Platea_parvifolia	0.480	China	33	
12294	Fabaceae	Plathymenia_reticulata	0.520	South_America_(tropical)	35	
12295	Fabaceae	Plathymenia_reticulata	0.520	South_America_(extratropical)	114	
12296	Fabaceae	Plathymenia_reticulata	0.450	South_America_(tropical)	44	
12297	Clusiaceae	Platonia_insignis	0.700	South_America_(tropical)	141	
12298	Clusiaceae	Platonia_insignis	0.730	South_America_(tropical)	35	
12299	Clusiaceae	Platonia_insignis	0.830	South_America_(tropical)	114	
12300	Clusiaceae	Platonia_insignis	0.680	South_America_(tropical)	64	
12301	Clusiaceae	Platonia_insignis	0.680	South_America_(tropical)	52	
12302	Clusiaceae	Platonia_insignis	0.732	South_America_(tropical)	65	
12303	Clusiaceae	Platonia_insignis	0.710	South_America_(tropical)	190	
12304	Juglandaceae	Platycarya_strobilacea	0.616	China	33	
12305	Juglandaceae	Platycarya_strobilacea	0.582	China	33	
12306	Fabaceae	Platycyamus_regnellii	0.810	South_America_(extratropical)	114	
12307	Cunoniaceae	Platylophus_trifoliatus	0.483	Africa_(tropical)	179	
12308	Fabaceae	Platymiscium_floribundum	0.890	South_America_(extratropical)	114	
12309	Fabaceae	Platymiscium_fragrans	0.750	South_America_(tropical)	77	
12310	Fabaceae	Platymiscium_indet	0.835	South_America_(tropical)	36	
12311	Fabaceae	Platymiscium_lasiocarpum	0.820	Mexico	23	
12312	Fabaceae	Platymiscium_pinnatum	0.780	South_America_(tropical)	141	
12313	Fabaceae	Platymiscium_pinnatum	0.690	South_America_(tropical)	35	
12314	Fabaceae	Platymiscium_pinnatum	0.680	Central_America_(tropical)	116	
12315	Fabaceae	Platymiscium_pinnatum	0.844	South_America_(tropical)	189	
12316	Fabaceae	Platymiscium_pinnatum	0.770	South_America_(tropical)	204	
12317	Fabaceae	Platymiscium_pinnatum	0.760	Mexico	23	
12318	Fabaceae	Platymiscium_pinnatum	0.600	South_America_(tropical)	44	
12319	Fabaceae	Platymiscium_pinnatum	0.646	Central_America_(tropical)	168	
12320	Fabaceae	Platymiscium_trinitatis	0.690	South_America_(tropical)	35	
12321	Fabaceae	Platymiscium_trinitatis	0.940	South_America_(tropical)	191	
12322	Fabaceae	Platymiscium_trinitatis	0.750	South_America_(tropical)	56	
12323	Fabaceae	Platymiscium_trinitatis	1.080	South_America_(tropical)	56	
12324	Fabaceae	Platymiscium_trinitatis	0.860	South_America_(tropical)	45	
12325	Fabaceae	Platymiscium_ulei	0.690	South_America_(tropical)	35	
12326	Fabaceae	Platymiscium_ulei	0.700	South_America_(tropical)	77	
12327	Fabaceae	Platymiscium_ulei	0.860	South_America_(tropical)	45	
12328	Fabaceae	Platymiscium_yucatanum	0.830	South_America_(tropical)	204	
12329	Annonaceae	Platymitra_arborea	0.740	South_East_Asia_(tropical)	80	
12330	Annonaceae	Platymitra_macrocarpa	0.610	South_East_Asia_(tropical)	129	
12331	Fabaceae	Platypodium_elegans	0.820	South_America_(extratropical)	114	
12332	Fabaceae	Platypodium_elegans	0.820	South_America_(extratropical)	121	
12333	Fabaceae	Platypodium_elegans	0.833	South_America_(extratropical)	121	
12334	Fabaceae	Platypodium_elegans	0.750	South_America_(tropical)	44	
12335	Anacardiaceae	Pleiogynium_timorense	0.801	Australia/PNG_(tropical)	90	
12336	Anacardiaceae	Pleiogynium_timorense	0.801	Australia/PNG_(tropical)	90	
12337	Anacardiaceae	Pleiogynium_timorense	0.719	Australia	90	
12338	Anacardiaceae	Pleiogynium_timorense	0.801	Australia/PNG_(tropical)	90	
12339	Anacardiaceae	Pleiogynium_timorense	0.630	South_East_Asia_(tropical)	129	
12340	Anacardiaceae	Pleiogynium_timorense	0.758	Australia/PNG_(tropical)	27	
12341	Malvaceae	Pleuranthodendron_lindenii	0.680	Mexico	23	
12342	Celastraceae	Pleurostylia_africana	0.745	Africa_(extratropical)	72	
12343	Celastraceae	Pleurostylia_capensis	0.717	Africa_(tropical)	179	
12344	Celastraceae	Pleurostylia_opposita	0.660	South_East_Asia_(tropical)	170	
12345	Lauraceae	Pleurothyrium_parviflorum	0.470	South_America_(tropical)	44	
12346	Myrtaceae	Plinia_rivularis	0.950	South_America_(extratropical)	114	
12347	Bonnetiaceae	Ploiarium_alternifolium	0.840	South_East_Asia_(tropical)	130	
12348	Apocynaceae	Plumeria_alba	0.800	Central_America_(tropical)	111	
12349	Apocynaceae	Plumeria_rubra	0.500	South_East_Asia_(tropical)	16	
12350	Podocarpaceae	Podocarpus_amara	0.370	Australia/PNG_(tropical)	27	
12351	Podocarpaceae	Podocarpus_blumei	0.600	South_East_Asia_(tropical)	43	
12352	Podocarpaceae	Podocarpus_brassii	0.420	South_East_Asia_(tropical)	170	
12353	Podocarpaceae	Podocarpus_brevifolius	0.580	South_East_Asia_(tropical)	126	
12354	Podocarpaceae	Podocarpus_compactus	0.510	South_East_Asia_(tropical)	129	
12355	Podocarpaceae	Podocarpus_coriaceus	0.700	Central_America_(tropical)	111	
12356	Podocarpaceae	Podocarpus_dacrydioides	0.400	South_East_Asia	136	
12357	Podocarpaceae	Podocarpus_elatus	0.482	Australia/PNG_(tropical)	90	
12358	Podocarpaceae	Podocarpus_ensiculus	0.450	South_East_Asia	136	
12359	Podocarpaceae	Podocarpus_ferruginea	0.450	South_East_Asia	136	
12360	Podocarpaceae	Podocarpus_ferrugineus	0.510	Oceania	125	
12361	Podocarpaceae	Podocarpus_gracilior	0.500	South_East_Asia	136	
12362	Podocarpaceae	Podocarpus_grayae	0.474	Australia/PNG_(tropical)	90	
12363	Podocarpaceae	Podocarpus_grayae	0.474	Australia/PNG_(tropical)	90	
12364	Podocarpaceae	Podocarpus_guatemalensis	0.400	South_America_(tropical)	204	
12365	Podocarpaceae	Podocarpus_hallii	0.577	Oceania	94	
12366	Podocarpaceae	Podocarpus_henckelii	0.497	Africa_(tropical)	179	
12367	Podocarpaceae	Podocarpus_hypophylla	0.465	Australia/PNG_(tropical)	27	
12368	Podocarpaceae	Podocarpus_imbricata	0.439	China	33	
12369	Podocarpaceae	Podocarpus_imbricata	0.449	China	33	
12370	Podocarpaceae	Podocarpus_imbricata	0.360	South_East_Asia_(tropical)	43	
12371	Podocarpaceae	Podocarpus_imbricata	0.429	China	33	
12372	Podocarpaceae	Podocarpus_indet	0.520	South_America_(tropical)	35	
12373	Podocarpaceae	Podocarpus_indet	0.460	South_America_(tropical)	36	
12374	Podocarpaceae	Podocarpus_indet	0.530	South_America_(tropical)	20	
12375	Podocarpaceae	Podocarpus_lambertii	0.450	South_America_(extratropical)	114	
12376	Podocarpaceae	Podocarpus_latifolia	0.413	Australia/PNG_(tropical)	27	
12377	Podocarpaceae	Podocarpus_latifolius	0.469	Africa_(extratropical)	72	
12378	Podocarpaceae	Podocarpus_milanjiana	0.500	South_East_Asia	136	
12379	Podocarpaceae	Podocarpus_nagi	0.455	China	33	
12380	Podocarpaceae	Podocarpus_nagi	0.419	China	33	
12381	Podocarpaceae	Podocarpus_neriifolius	0.467	China	33	
12382	Podocarpaceae	Podocarpus_neriifolius	0.520	China	33	
12383	Podocarpaceae	Podocarpus_neriifolius	0.530	South_East_Asia_(tropical)	70	
12384	Podocarpaceae	Podocarpus_neriifolius	0.480	South_East_Asia_(tropical)	129	
12385	Podocarpaceae	Podocarpus_neriifolius	0.510	South_East_Asia_(tropical)	43	
12386	Podocarpaceae	Podocarpus_neriifolius	0.442	China	33	
12387	Podocarpaceae	Podocarpus_neriifolius	0.370	Australia/PNG_(tropical)	27	
12388	Podocarpaceae	Podocarpus_neriifolius	0.496	South_East_Asia_(tropical)	14	
12389	Podocarpaceae	Podocarpus_nubigena	0.430	South_America_(extratropical)	46	
12390	Podocarpaceae	Podocarpus_oleifolius	0.460	South_America_(tropical)	141	
12391	Podocarpaceae	Podocarpus_oleifolius	0.460	Central_America_(tropical)	116	
12392	Podocarpaceae	Podocarpus_oleifolius	0.440	South_America_(tropical)	95	
12393	Podocarpaceae	Podocarpus_parlatorei	0.440	South_America_(extratropical)	48	
12394	Podocarpaceae	Podocarpus_parlatorei	0.413	South_America_(extratropical)	46	
12395	Podocarpaceae	Podocarpus_parlatorei	0.430	South_America_(tropical)	77	
12396	Podocarpaceae	Podocarpus_polystachya	0.490	South_East_Asia_(tropical)	129	
12397	Podocarpaceae	Podocarpus_polystachya	0.480	South_East_Asia_(tropical)	43	
12398	Podocarpaceae	Podocarpus_rospigliosii	0.400	South_America_(tropical)	141	
12399	Podocarpaceae	Podocarpus_rospigliosii	0.530	South_America_(tropical)	95	
12400	Podocarpaceae	Podocarpus_rospigliosii	0.570	South_America_(tropical)	95	
12401	Podocarpaceae	Podocarpus_rumphii	0.460	South_East_Asia_(tropical)	129	
12402	Podocarpaceae	Podocarpus_spicata	0.550	South_East_Asia	136	
12403	Podocarpaceae	Podocarpus_spicatus	0.616	Oceania	94	
12404	Podocarpaceae	Podocarpus_standleyi	0.550	Central_America_(tropical)	116	
12405	Podocarpaceae	Podocarpus_totara	0.450	South_East_Asia	136	
