Number	Family	Species	dden	region	Reference_Number	
12406	Podocarpaceae	Podocarpus_usambarensis	0.431	Africa_(tropical)	1	
12407	Podocarpaceae	Podocarpus_usambarensis	0.550	Africa_(extratropical)	124	
12408	Podocarpaceae	Podocarpus_wallichianus	0.460	India	109	
12409	Ochnaceae	Poecilandra_retusa	0.844	South_America_(tropical)	57	
12410	Fabaceae	Poecilanthe_hostmannii	0.530	South_America_(tropical)	55	
12411	Fabaceae	Poecilanthe_hostmannii	0.490	South_America_(tropical)	64	
12412	Fabaceae	Poecilanthe_hostmannii	0.840	South_America_(tropical)	44	
12413	Fabaceae	Poecilanthe_parviflora	0.990	South_America_(extratropical)	114	
12414	Clusiaceae	Poeciloneuron_indicum	0.900	India	109	
12415	Fabaceae	Poeppigia_procera	0.780	Mexico	23	
12416	Fabaceae	Poeppigia_procera	0.690	South_America_(tropical)	44	
12417	Anisophylleaceae	Poga_oleosa	0.350	Africa_(tropical)	170	
12418	Anisophylleaceae	Poga_oleosa	0.448	Africa_(tropical)	1	
12419	Anisophylleaceae	Poga_oleosa	0.360	Africa_(tropical)	85	
12420	Anisophylleaceae	Poga_oleosa	0.345	Africa_(tropical)	147	
12421	Anisophylleaceae	Poga_oleosa	0.363	Africa_(tropical)	147	
12422	Anisophylleaceae	Poga_oleosa	0.366	Africa_(tropical)	147	
12423	Anisophylleaceae	Poga_oleosa	0.432	Africa_(tropical)	147	
12424	Anisophylleaceae	Poga_oleosa	0.373	Africa_(tropical)	200	
12425	Anisophylleaceae	Poga_oleosa	0.500	Africa_(tropical)	76	
12426	Euphorbiaceae	Pogonophora_schomburgkiana	0.835	South_America_(tropical)	57	
12427	Euphorbiaceae	Pogonophora_schomburgkiana	0.830	South_America_(tropical)	45	
12428	Annonaceae	Polyalthia_asteriella	0.590	India	109	
12429	Annonaceae	Polyalthia_australis	0.598	Australia	90	
12430	Annonaceae	Polyalthia_beccarii	0.650	South_East_Asia_(tropical)	43	
12431	Annonaceae	Polyalthia_canangioides	0.680	South_East_Asia_(tropical)	43	
12432	Annonaceae	Polyalthia_celebica	0.330	South_East_Asia_(tropical)	129	
12433	Annonaceae	Polyalthia_cerasoides	0.680	South_East_Asia_(tropical)	126	
12434	Annonaceae	Polyalthia_cerasoides	0.830	India	26	
12435	Annonaceae	Polyalthia_cinnamomea	0.580	South_East_Asia_(tropical)	43	
12436	Annonaceae	Polyalthia_corticosa	0.517	South_East_Asia_(tropical)	13	
12437	Annonaceae	Polyalthia_fragrans	0.420	South_East_Asia_(tropical)	170	
12438	Annonaceae	Polyalthia_glauca	0.450	South_East_Asia_(tropical)	170	
12439	Annonaceae	Polyalthia_holtzeana	0.562	Australia	90	
12440	Annonaceae	Polyalthia_hypoleuca	0.640	South_East_Asia_(tropical)	129	
12441	Annonaceae	Polyalthia_hypoleuca	0.490	South_East_Asia_(tropical)	16	
12442	Annonaceae	Polyalthia_hypoleuca	0.650	South_East_Asia_(tropical)	43	
12443	Annonaceae	Polyalthia_insignis	0.430	South_East_Asia_(tropical)	177	
12444	Annonaceae	Polyalthia_lateriflora	0.500	South_East_Asia_(tropical)	129	
12445	Annonaceae	Polyalthia_longifolia	0.590	India	26	
12446	Annonaceae	Polyalthia_longifolia	0.537	South_East_Asia_(tropical)	14	
12447	Annonaceae	Polyalthia_macrantha	0.440	South_East_Asia_(tropical)	43	
12448	Annonaceae	Polyalthia_macropoda	0.470	South_East_Asia_(tropical)	43	
12449	Annonaceae	Polyalthia_michaelii	0.525	Australia/PNG_(tropical)	90	
12450	Annonaceae	Polyalthia_michaelii	0.538	Australia/PNG_(tropical)	90	
12451	Annonaceae	Polyalthia_nitidissima	0.469	Australia/PNG_(tropical)	90	
12452	Annonaceae	Polyalthia_oblongifolia	0.508	Australia/PNG_(tropical)	27	
12453	Annonaceae	Polyalthia_rumphii	0.660	South_East_Asia_(tropical)	129	
12454	Annonaceae	Polyalthia_rumphii	0.500	South_East_Asia_(tropical)	177	
12455	Annonaceae	Polyalthia_scortechinii	0.700	South_East_Asia_(tropical)	43	
12456	Annonaceae	Polyalthia_simiarum	0.594	India	135	
12457	Annonaceae	Polyalthia_suaveolens	0.695	Africa_(tropical)	85	
12458	Annonaceae	Polyalthia_suberosa	0.640	India	26	
12459	Annonaceae	Polyalthia_suberosa	0.720	India	26	
12460	Annonaceae	Polyalthia_sumatrana	0.520	South_East_Asia_(tropical)	43	
12461	Escalloniaceae	Polyosma_alangiacea	0.620	Australia/PNG_(tropical)	90	
12462	Escalloniaceae	Polyosma_cambodiana	0.523	China	33	
12463	Escalloniaceae	Polyosma_cambodiana	0.551	China	33	
12464	Escalloniaceae	Polyosma_cambodiana	0.534	China	33	
12465	Escalloniaceae	Polyosma_cambodiana	0.600	China	33	
12466	Escalloniaceae	Polyosma_hirsuta	0.632	Australia	195	
12467	Escalloniaceae	Polyosma_integrifolia	0.490	South_East_Asia_(tropical)	129	
12468	Escalloniaceae	Polyosma_integrifolia	0.570	South_East_Asia_(tropical)	43	
12469	Escalloniaceae	Polyosma_laete-virens	0.530	South_East_Asia_(tropical)	43	
12470	Araliaceae	Polyscias_australiana	0.495	Australia/PNG_(tropical)	90	
12471	Araliaceae	Polyscias_australiana	0.495	Australia/PNG_(tropical)	90	
12472	Araliaceae	Polyscias_australiana	0.495	Australia/PNG_(tropical)	90	
12473	Araliaceae	Polyscias_elegans	0.413	Australia/PNG_(tropical)	90	
12474	Araliaceae	Polyscias_elegans	0.413	Australia/PNG_(tropical)	90	
12475	Araliaceae	Polyscias_elegans	0.410	Australia	90	
12476	Araliaceae	Polyscias_elegans	0.413	Australia/PNG_(tropical)	90	
12477	Araliaceae	Polyscias_fulva	0.240	Africa_(extratropical)	124	
12478	Araliaceae	Polyscias_fulva	0.234	Africa_(extratropical)	72	
12479	Araliaceae	Polyscias_kikuyuensis	0.310	Africa_(tropical)	137	
12480	Araliaceae	Polyscias_mollis	0.411	Australia	195	
12481	Araliaceae	Polyscias_murrayi	0.270	Australia/PNG_(tropical)	90	
12482	Araliaceae	Polyscias_murrayi	0.344	Australia/PNG_(tropical)	90	
12483	Araliaceae	Polyscias_murrayi	0.270	Australia/PNG_(tropical)	90	
12484	Araliaceae	Polyscias_murrayi	0.344	Australia/PNG_(tropical)	90	
12485	Araliaceae	Polyscias_murrayi	0.304	Australia	90	
12486	Araliaceae	Polyscias_murrayi	0.344	Australia/PNG_(tropical)	90	
12487	Araliaceae	Polyscias_nodosa	0.320	South_East_Asia_(tropical)	170	
12488	Araliaceae	Polyscias_ornifolia	0.553	Madagascar	147	
12489	Sapindaceae	Pometia_acuminata	0.594	Australia/PNG_(tropical)	27	
12490	Sapindaceae	Pometia_alnifolia	0.760	South_East_Asia_(tropical)	43	
12491	Sapindaceae	Pometia_macrocarpa	0.640	South_East_Asia_(tropical)	43	
12492	Sapindaceae	Pometia_pinnata	0.760	South_East_Asia_(tropical)	69	
12493	Sapindaceae	Pometia_pinnata	0.580	South_East_Asia_(tropical)	126	
12494	Sapindaceae	Pometia_pinnata	0.620	South_East_Asia_(tropical)	170	
12495	Sapindaceae	Pometia_pinnata	0.650	South_East_Asia_(tropical)	43	
12496	Sapindaceae	Pometia_pinnata	0.594	Australia/PNG_(tropical)	27	
12497	Sapindaceae	Pometia_pinnata	0.594	Australia/PNG_(tropical)	27	
12498	Sapindaceae	Pometia_ridleyi	0.720	South_East_Asia_(tropical)	43	
12499	Sapindaceae	Pometia_tomentosa	0.551	China	33	
12500	Sapindaceae	Pometia_tomentosa	0.640	South_East_Asia_(tropical)	119	
12501	Sapindaceae	Pometia_tomentosa	0.670	South_East_Asia_(tropical)	43	
12502	Sapindaceae	Pometia_tomentosa	0.526	China	33	
12503	Fabaceae	Pongamia_pinnata	0.540	South_East_Asia_(tropical)	129	
12504	Fabaceae	Pongamia_pinnata	0.640	India	26	
12505	Fabaceae	Pongamia_pinnata	0.620	South_East_Asia_(tropical)	43	
12506	Fabaceae	Pongamia_pinnata	0.579	South_East_Asia_(tropical)	14	
12507	Annonaceae	Popowia_hirta	0.560	South_East_Asia_(tropical)	177	
12508	Annonaceae	Popowia_nervosa	0.530	South_East_Asia_(tropical)	43	
12509	Salicaceae	Populus_adenopoda	0.420	China	32	
12510	Salicaceae	Populus_alba	0.353	Europe	28	
12511	Salicaceae	Populus_balsamifera	0.310	NorthAmerica	6	
12512	Salicaceae	Populus_bolleana	0.440	China	32	
12513	Salicaceae	Populus_canadensis	0.394	China	33	
12514	Salicaceae	Populus_canadensis	0.379	China	33	
12515	Salicaceae	Populus_cathayana	0.320	China	32	
12516	Salicaceae	Populus_ciliata	0.370	India	109	
12517	Salicaceae	Populus_davidiana	0.400	China	32	
12518	Salicaceae	Populus_deltoides	0.370	NorthAmerica	6	
12519	Salicaceae	Populus_deltoides	0.494	Madagascar	147	
12520	Salicaceae	Populus_deltoides	0.370	Africa_(tropical)	59	
12521	Salicaceae	Populus_euphratica	0.404	China	33	
12522	Salicaceae	Populus_euphratica	0.388	China	33	
12523	Salicaceae	Populus_euramericana	0.350	China	32	
12524	Salicaceae	Populus_grandidentata	0.360	NorthAmerica	6	
12525	Salicaceae	Populus_indet	0.320	China	197	
12526	Salicaceae	Populus_indet	0.360	China	197	
12527	Salicaceae	Populus_koreana	0.330	China	32	
12528	Salicaceae	Populus_lasiocarpa	0.418	China	33	
12529	Salicaceae	Populus_lasiocarpa	0.401	China	33	
12530	Salicaceae	Populus_maximowiczii	0.310	China	33	
12531	Salicaceae	Populus_nigra	0.353	Europe	28	
12532	Salicaceae	Populus_pseudosimonii	0.340	China	197	
12533	Salicaceae	Populus_purdomii	0.360	China	32	
12534	Salicaceae	Populus_rotundifolia	0.406	China	33	
12535	Salicaceae	Populus_rotundifolia	0.390	China	33	
12536	Salicaceae	Populus_simonii	0.320	China	32	
12537	Salicaceae	Populus_tomentosa	0.435	China	33	
12538	Salicaceae	Populus_tomentosa	0.452	China	33	
12539	Salicaceae	Populus_tomentosa	0.468	China	33	
12540	Salicaceae	Populus_tomentosa	0.433	China	33	
12541	Salicaceae	Populus_tomentosa	0.457	China	33	
12542	Salicaceae	Populus_tomentosa	0.467	China	33	
12543	Salicaceae	Populus_tremula	0.387	Europe	28	
12544	Salicaceae	Populus_tremula	0.360	South_East_Asia	60	
12545	Salicaceae	Populus_tremuloides	0.350	NorthAmerica	6	
12546	Salicaceae	Populus_trichocarpa	0.310	NorthAmerica	6	
12547	Salicaceae	Populus_ussuriensis	0.340	China	32	
12548	Salicaceae	Populus_X_berolinensis	0.350	China	197	
12549	Salicaceae	Populus_yunnanensis	0.337	China	33	
12550	Salicaceae	Populus_yunnanensis	0.350	China	33	
12551	Salicaceae	Populus_yunnanensis	0.326	China	33	
12552	Salicaceae	Populus_yunnanensis	0.334	China	33	
12553	Icacinaceae	Poraqueiba_guianensis	0.706	South_America_(tropical)	30	
12554	Icacinaceae	Poraqueiba_guianensis	0.751	South_America_(tropical)	128	
12555	Icacinaceae	Poraqueiba_guianensis	0.770	South_America_(tropical)	45	
12556	Icacinaceae	Poraqueiba_sericea	0.770	South_America_(extratropical)	114	
12557	Icacinaceae	Poraqueiba_sericea	0.870	South_America_(tropical)	15	
12558	Icacinaceae	Poraqueiba_sericea	0.710	South_America_(tropical)	44	
12559	Annonaceae	Porcelia_macrocarpa	0.760	South_America_(extratropical)	114	
12560	Annonaceae	Porcelia_microcarpa	0.580	Mexico	23	
12561	Annonaceae	Porcelia_nitidifolia	0.400	South_America_(tropical)	184	
12562	Rubiaceae	Porterandia_anisophylla	0.550	South_East_Asia_(tropical)	170	
12563	Rubiaceae	Posoqueria_acutifolia	0.700	South_America_(extratropical)	114	
12564	Rubiaceae	Posoqueria_latifolia	0.568	South_America_(tropical)	30	
12565	Rubiaceae	Posoqueria_latifolia	0.600	South_America_(tropical)	45	
12566	Rubiaceae	Posoqueria_latifolia	0.541	Central_America_(tropical)	167	
12567	Rubiaceae	Posoqueria_longiflora	0.330	South_America_(tropical)	55	
12568	Rubiaceae	Posoqueria_longiflora	0.580	South_America_(tropical)	64	
12569	Lauraceae	Potameia_antevaratra	0.696	Madagascar	147	
12570	Lauraceae	Potameia_antevaratra	0.717	Madagascar	147	
12571	Lauraceae	Potameia_antevaratra	0.725	Madagascar	147	
12572	Lauraceae	Potameia_antevaratra	0.706	Africa_(tropical)	179	
12573	Lauraceae	Potoxylon_melagangai	0.580	South_East_Asia_(tropical)	80	
12574	Lauraceae	Potoxylon_melagangai	0.800	South_East_Asia_(tropical)	80	
12575	Moraceae	Poulsenia_armata	0.330	Central_America_(tropical)	116	
12576	Moraceae	Poulsenia_armata	0.440	South_America_(tropical)	20	
12577	Moraceae	Poulsenia_armata	0.320	South_America_(tropical)	204	
12578	Moraceae	Poulsenia_armata	0.370	South_America_(tropical)	77	
12579	Moraceae	Poulsenia_armata	0.300	Mexico	23	
12580	Moraceae	Poulsenia_armata	0.390	South_America_(tropical)	44	
12581	Moraceae	Poulsenia_armata	0.303	Central_America_(tropical)	168	
12582	Anacardiaceae	Poupartia_amazonica	0.450	South_America_(tropical)	44	
12583	Urticaceae	Pourouma_apiculata	0.450	South_America_(tropical)	102	
12584	Urticaceae	Pourouma_bicolor	0.280	South_America_(tropical)	141	
12585	Urticaceae	Pourouma_bicolor	0.480	Central_America_(tropical)	116	
12586	Urticaceae	Pourouma_bicolor	0.380	Central_America_(tropical)	96	
12587	Urticaceae	Pourouma_bicolor	0.340	South_America_(tropical)	45	
12588	Urticaceae	Pourouma_bicolor	0.278	Central_America_(tropical)	167	
12589	Urticaceae	Pourouma_bicolor	0.361	Central_America_(tropical)	164	
12590	Urticaceae	Pourouma_cecropiifolia	0.467	South_America_(tropical)	198	
12591	Urticaceae	Pourouma_cecropiifolia	0.210	South_America_(tropical)	184	
12592	Urticaceae	Pourouma_cecropiifolia	0.390	South_America_(tropical)	44	
12593	Urticaceae	Pourouma_guianensis	0.380	South_America_(extratropical)	114	
12594	Urticaceae	Pourouma_guianensis	0.370	South_America_(tropical)	198	
12595	Urticaceae	Pourouma_guianensis	0.390	South_America_(tropical)	44	
12596	Urticaceae	Pourouma_hirsutipetiolata	0.390	South_America_(tropical)	102	
12597	Urticaceae	Pourouma_indet	0.520	South_America_(tropical)	184	
12598	Urticaceae	Pourouma_melinonii	0.320	South_America_(tropical)	141	
12599	Urticaceae	Pourouma_minor	0.410	Central_America_(tropical)	116	
12600	Urticaceae	Pourouma_minor	0.455	South_America_(tropical)	198	
12601	Urticaceae	Pourouma_minor	0.390	South_America_(tropical)	44	
12602	Urticaceae	Pourouma_minor	0.489	South_America_(tropical)	165	
12603	Urticaceae	Pourouma_mollis	0.390	South_America_(tropical)	44	
12604	Urticaceae	Pourouma_tomentosa	0.450	South_America_(tropical)	141	
12605	Urticaceae	Pourouma_tomentosa	0.340	South_America_(tropical)	45	
12606	Urticaceae	Pourouma_villosa	0.340	South_America_(tropical)	45	
12607	Sapotaceae	Pouteria_adolfi-friederici	0.450	South_East_Asia	136	
12608	Sapotaceae	Pouteria_adolfi-friedericii	0.430	Africa_(extratropical)	124	
12609	Sapotaceae	Pouteria_alnifolia	0.640	Africa_(tropical)	39	
12610	Sapotaceae	Pouteria_alnifolia	0.469	Africa_(tropical)	85	
12611	Sapotaceae	Pouteria_altissima	0.431	Africa_(tropical)	1	
12612	Sapotaceae	Pouteria_altissima	0.362	Africa_(tropical)	181	
12613	Sapotaceae	Pouteria_altissima	0.483	Africa_(tropical)	182	
12614	Sapotaceae	Pouteria_altissima	0.491	Africa_(tropical)	40	
12615	Sapotaceae	Pouteria_ambelaniifolia	0.697	South_America_(tropical)	166	
12616	Sapotaceae	Pouteria_anibifolia	0.660	South_America_(tropical)	95	
12617	Sapotaceae	Pouteria_aningeri	0.489	Africa_(tropical)	147	
12618	Sapotaceae	Pouteria_aningeri	0.362	Africa_(tropical)	181	
12619	Sapotaceae	Pouteria_aningeri	0.483	Africa_(tropical)	182	
12620	Sapotaceae	Pouteria_anomala	0.760	South_America_(tropical)	128	
12621	Sapotaceae	Pouteria_anomala	0.310	South_America_(tropical)	41	
12622	Sapotaceae	Pouteria_anomala	0.750	South_America_(tropical)	41	
12623	Sapotaceae	Pouteria_anomala	0.770	South_America_(tropical)	44	
12624	Sapotaceae	Pouteria_anomala	0.763	South_America_(tropical)	166	
12625	Sapotaceae	Pouteria_anomala	0.810	South_America_(tropical)	140	
12626	Sapotaceae	Pouteria_arcuata	0.600	South_America_(tropical)	44	
12627	Sapotaceae	Pouteria_arnhemica	0.633	Australia/PNG_(tropical)	90	
12628	Sapotaceae	Pouteria_atabapoensis	0.450	South_America_(tropical)	45	
12629	Sapotaceae	Pouteria_australis	0.771	Australia/PNG_(tropical)	90	
12630	Sapotaceae	Pouteria_australis	0.723	Australia	90	
12631	Sapotaceae	Pouteria_australis	0.771	Australia/PNG_(tropical)	90	
12632	Sapotaceae	Pouteria_australis	0.771	Australia/PNG_(tropical)	90	
12633	Sapotaceae	Pouteria_benai	0.880	South_America_(tropical)	45	
12634	Sapotaceae	Pouteria_bilocularis	0.708	South_America_(tropical)	165	
12635	Sapotaceae	Pouteria_buenaventurensis	0.560	South_America_(tropical)	44	
12636	Sapotaceae	Pouteria_caimito	0.950	South_America_(extratropical)	114	
12637	Sapotaceae	Pouteria_caimito	0.530	South_America_(tropical)	184	
12638	Sapotaceae	Pouteria_caimito	0.603	South_America_(tropical)	57	
12639	Sapotaceae	Pouteria_caimito	0.897	South_America_(tropical)	128	
12640	Sapotaceae	Pouteria_caimito	0.850	South_America_(tropical)	41	
12641	Sapotaceae	Pouteria_caimito	0.900	South_America_(tropical)	44	
12642	Sapotaceae	Pouteria_caimito	0.880	South_America_(tropical)	89	
12643	Sapotaceae	Pouteria_caimito	0.830	South_America_(tropical)	47	
12644	Sapotaceae	Pouteria_campechiana	0.790	Mexico	23	
12645	Sapotaceae	Pouteria_castanosperma	0.839	Australia/PNG_(tropical)	90	
12646	Sapotaceae	Pouteria_chartacea	0.745	Australia/PNG_(tropical)	90	
12647	Sapotaceae	Pouteria_chartacea	0.731	Australia/PNG_(tropical)	90	
12648	Sapotaceae	Pouteria_chartacea	0.745	Australia/PNG_(tropical)	90	
12649	Sapotaceae	Pouteria_cladantha	1.033	South_America_(tropical)	52	
12650	Sapotaceae	Pouteria_cladantha	0.894	South_America_(tropical)	128	
12651	Sapotaceae	Pouteria_cladantha	0.900	South_America_(tropical)	45	
12652	Sapotaceae	Pouteria_coriacea	0.895	South_America_(tropical)	52	
12653	Sapotaceae	Pouteria_cuspidata	0.900	South_America_(tropical)	45	
12654	Sapotaceae	Pouteria_doonsaf	0.490	South_East_Asia_(tropical)	170	
12655	Sapotaceae	Pouteria_duclitan	0.510	South_East_Asia_(tropical)	16	
12656	Sapotaceae	Pouteria_durlandii	0.580	South_America_(tropical)	184	
12657	Sapotaceae	Pouteria_durlandii	0.800	Mexico	23	
12658	Sapotaceae	Pouteria_egregia	0.890	South_America_(tropical)	141	
12659	Sapotaceae	Pouteria_egregia	0.921	South_America_(tropical)	65	
12660	Sapotaceae	Pouteria_egregia	0.840	South_America_(tropical)	41	
12661	Sapotaceae	Pouteria_egregia	0.900	South_America_(tropical)	45	
12662	Sapotaceae	Pouteria_egregia	0.970	South_America_(tropical)	89	
12663	Sapotaceae	Pouteria_egregia	0.800	South_America_(tropical)	47	
12664	Sapotaceae	Pouteria_elegans	0.730	South_America_(tropical)	134	
12665	Sapotaceae	Pouteria_engleri	0.913	South_America_(tropical)	52	
12666	Sapotaceae	Pouteria_engleri	0.710	South_America_(tropical)	45	
12667	Sapotaceae	Pouteria_engleri	0.700	South_America_(tropical)	190	
12668	Sapotaceae	Pouteria_ephedrantha	0.758	South_America_(tropical)	165	
12669	Sapotaceae	Pouteria_eugeniifolia	1.080	South_America_(tropical)	141	
12670	Sapotaceae	Pouteria_eugeniifolia	1.145	South_America_(tropical)	65	
12671	Sapotaceae	Pouteria_euphlebia	0.872	Australia/PNG_(tropical)	90	
12672	Sapotaceae	Pouteria_euphlebia	0.883	Australia/PNG_(tropical)	90	
12673	Sapotaceae	Pouteria_euphlebia	0.845	Australia/PNG_(tropical)	90	
12674	Sapotaceae	Pouteria_euphlebia	0.872	Australia/PNG_(tropical)	90	
12675	Sapotaceae	Pouteria_euphlebia	0.883	Australia/PNG_(tropical)	90	
12676	Sapotaceae	Pouteria_euphlebia	0.850	Australia/PNG_(tropical)	170	
12677	Sapotaceae	Pouteria_filipes	0.964	South_America_(tropical)	52	
12678	Sapotaceae	Pouteria_firma	0.540	South_East_Asia_(tropical)	170	
12679	Sapotaceae	Pouteria_fissilis	0.580	South_America_(extratropical)	121	
12680	Sapotaceae	Pouteria_franciscana	0.600	South_America_(tropical)	44	
12681	Sapotaceae	Pouteria_galactoxylon	0.406	Australia/PNG_(tropical)	90	
12682	Sapotaceae	Pouteria_galactoxylon	0.482	Australia/PNG_(tropical)	90	
12683	Sapotaceae	Pouteria_gardneri	0.930	South_America_(extratropical)	114	
12684	Sapotaceae	Pouteria_gardneriana	0.628	South_America_(extratropical)	66	
12685	Sapotaceae	Pouteria_glomerata	0.680	South_America_(tropical)	134	
12686	Sapotaceae	Pouteria_glomerata	0.750	South_America_(tropical)	44	
12687	Sapotaceae	Pouteria_glomerata	0.607	Central_America_(tropical)	167	
12688	Sapotaceae	Pouteria_gongrijpii	0.840	South_America_(tropical)	141	
12689	Sapotaceae	Pouteria_gongrijpii	0.780	South_America_(tropical)	185	
12690	Sapotaceae	Pouteria_gongrijpii	0.730	South_America_(tropical)	45	
12691	Sapotaceae	Pouteria_gongrijpii	0.927	South_America_(tropical)	166	
12692	Sapotaceae	Pouteria_gongrijpii	0.720	South_America_(tropical)	89	
12693	Sapotaceae	Pouteria_grandiflora	0.820	South_America_(extratropical)	114	
12694	Sapotaceae	Pouteria_grandis	0.930	South_America_(tropical)	52	
12695	Sapotaceae	Pouteria_guianensis	0.930	South_America_(tropical)	64	
12696	Sapotaceae	Pouteria_guianensis	1.007	South_America_(tropical)	52	
12697	Sapotaceae	Pouteria_guianensis	0.830	South_America_(tropical)	41	
12698	Sapotaceae	Pouteria_guianensis	0.900	South_America_(tropical)	77	
12699	Sapotaceae	Pouteria_guianensis	1.010	South_America_(tropical)	190	
12700	Sapotaceae	Pouteria_guianensis	0.900	South_America_(tropical)	92	
12701	Sapotaceae	Pouteria_hispida	0.758	South_America_(tropical)	198	
12702	Sapotaceae	Pouteria_hispida	0.990	South_America_(tropical)	45	
12703	Sapotaceae	Pouteria_indet	0.550	South_America_(tropical)	184	
12704	Sapotaceae	Pouteria_indet	0.635	South_America_(tropical)	20	
12705	Sapotaceae	Pouteria_indet	0.740	South_America_(tropical)	22	
