"RP" "Forest" "Forest.1" "Area.ha." "ha4plot" "X20x20" "X10x10" "Tree" "Genus" "Species" "Family" "Diam2000" "BAm2" "CP" "POM" "Remarks" "unqeID" "x" "y" "elev" "sp" "dden"
"1890" "292/1" "A1" "Alluvial" 2.4 3 "E" 1 "4" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 76.1 0.455 "4" NA NA "1E3A1" 604479.9867 648171.5102 68.61411233 "Sjoh" 0.393333333333333
"1891" "292/1" "A1" "Alluvial" 2.4 3 "E" 1 "8" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 109.9 0.948 "5" NA NA "1E3A1" 604479.9867 648171.5102 68.61411233 "Sjoh" 0.393333333333333
"1906" "292/1" "A1" "Alluvial" 2.4 3 "E" 3 "20" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 59.2 0.275 "5" NA NA "3E3A1" 604490.19 648161.848 67.53672302 "Sjoh" 0.393333333333333
"1910" "292/1" "A1" "Alluvial" 2.4 3 "E" 4 "25" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 58.1 0.265 "4" NA NA "4E3A1" 604479.9855 648161.4995 68.10257317 "Sjoh" 0.393333333333333
"1952" "292/1" "A1" "Alluvial" 2.4 3 "G" 2 "8" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 99.4 0.776 "5" NA NA "2G3A1" 604469.7789 648151.1297 68.10250305 "Sjoh" 0.393333333333333
"1988" "292/1" "A1" "Alluvial" 2.4 3 "H" 3 "17" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 93.4 0.685 "5" NA NA "3H3A1" 604449.3632 648140.3686 67.71489319 "Sjoh" 0.393333333333333
"2040" "292/1" "A1" "Alluvial" 2.4 3 "J" 2 "18" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 94.4 0.7 "5" NA NA "2J3A1" 604408.5454 648148.9747 68.05152165 "Sjoh" 0.393333333333333
"2134" "292/1" "A1" "Alluvial" 2.8 3 "L" 3 "26" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 127 1.266 "5" NA NA "3L3A1" 604428.9365 648119.5007 67.67551302 "Sjoh" 0.393333333333333
"2139" "292/1" "A1" "Alluvial" 2.8 3 "L" 4 "34" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 64.1 0.323 "4" NA NA "4L3A1" 604418.7275 648119.1095 67.66360336 "Sjoh" 0.393333333333333
"2175" "292/1" "A1" "Alluvial" 2.8 3 "M" 3 "23" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 61.7 0.299 "4" NA NA "3M3A1" 604449.3543 648120.2831 67.46777336 "Sjoh" 0.393333333333333
"2198" "292/1" "A1" "Alluvial" 2.8 3 "N" 3 "15" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 71.3 0.399 "5" NA NA "3N3A1" 604469.7722 648121.0656 67.58486328 "Sjoh" 0.393333333333333
"2253" "292/1" "A1" "Alluvial" 2.8 3 "P" 1 "3" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 102.2 0.82 "5" NA NA "1P3A1" 604479.98 648111.4461 69.07655365 "Sjoh" 0.393333333333333
"2261" "292/1" "A1" "Alluvial" 2.8 3 "P" 2 "14" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 103.4 0.839 "5" NA NA "2P3A1" 604490.19 648111.848 69.34945328 "Sjoh" 0.393333333333333
"2303" "292/1" "A1" "Alluvial" 2.8 3 "Q" 3 "22" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 64.3 0.325 "5" NA NA "3Q3A1" 604469.7677 648101.0228 69.76436356 "Sjoh" 0.393333333333333
"2424" "292/1" "A1" "Alluvial" 2.8 3 "T" 3 "19" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 113.1 1.004 "5" NA NA "3T3A1" 604408.5008 648098.5473 67.75061914 "Sjoh" 0.393333333333333
"2436" "292/1" "A1" "Alluvial" 2.8 3 "T" 4 "38" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 75.3 0.445 "5" NA NA "4T3A1" 604398.2896 648098.1347 68.36368324 "Sjoh" 0.393333333333333
"2455" "292/1" "A1" "Alluvial" 3.2 3 "U" 2 "8" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 94.7 0.704 "5" NA NA "2U3A1" 604408.4918 648088.4618 67.70397336 "Sjoh" 0.393333333333333
"2567" "292/1" "A1" "Alluvial" 3.2 3 "W" 3 "33" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 122.1 1.17 "5" NA NA "3W3A1" 604449.3365 648080.1122 71.31468346 "Sjoh" 0.393333333333333
"2593" "292/1" "A1" "Alluvial" 3.2 3 "X" 1 "2" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 83.3 0.545 "2" NA NA "1X3A1" 604459.5532 648090.5782 70.54030973 "Sjoh" 0.393333333333333
"2594" "292/1" "A1" "Alluvial" 3.2 3 "X" 1 "4" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 77.4 0.47 "4" NA NA "1X3A1" 604459.5532 648090.5782 70.54030973 "Sjoh" 0.393333333333333
"2595" "292/1" "A1" "Alluvial" 3.2 3 "X" 1 "11" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 101.1 0.802 "5" NA NA "1X3A1" 604459.5532 648090.5782 70.54030973 "Sjoh" 0.393333333333333
"2615" "292/1" "A1" "Alluvial" 3.2 3 "X" 3 "25" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 66.6 0.348 "5" NA NA "3X3A1" 604469.7632 648080.9801 71.65762329 "Sjoh" 0.393333333333333
"2623" "292/1" "A1" "Alluvial" 3.2 3 "X" 4 "35" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 54.7 0.235 "4" NA NA "4X3A1" 604459.5498 648080.5461 71.62673055 "Sjoh" 0.393333333333333
"2632" "292/1" "A1" "Alluvial" 3.2 3 "Y" 1 "6" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 125.5 1.236 "5" NA NA "1Y3A1" 604479.9777 648091.4247 71.1834436 "Sjoh" 0.393333333333333
"2641" "292/1" "A1" "Alluvial" 3.2 3 "Y" 2 "11" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 63.1 0.313 "4" NA NA "2Y3A1" 604490.19 648091.848 71.57910339 "Sjoh" 0.393333333333333
"2642" "292/1" "A1" "Alluvial" 3.2 3 "Y" 2 "13" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 104.4 0.856 "5" NA NA "2Y3A1" 604490.19 648091.848 71.57910339 "Sjoh" 0.393333333333333
"2692" "292/1" "A1" "Alluvial" 3.2 4 "A" 4 "32" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 111.1 0.969 "5" NA NA "4A4A1" 604286.1231 648165.0923 68.6011232 "Sjoh" 0.393333333333333
"2796" "292/1" "A1" "Alluvial" 3.2 4 "E" 1 "2" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 147.1 1.699 "5" NA NA "1E4A1" 604377.9532 648168.1324 69.94564346 "Sjoh" 0.393333333333333
"2817" "292/1" "A1" "Alluvial" 3.2 4 "E" 4 "22" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 114.5 1.029 "5" NA NA "4E4A1" 604377.941 648158.0148 68.98519287 "Sjoh" 0.393333333333333
"3409" "292/1" "A1" "Alluvial" 4 4 "V" 2 "19" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 82.1 0.529 "5" NA NA "2V4A1" 604326.7937 648085.0757 73.89901337 "Sjoh" 0.393333333333333
"3860" "508/2" "A2" "Alluvial" 0.3 1 "G" 1 "11" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 92.2 0.667 "5" "3.7" NA "1G1A2" 604300.8999 647133.4039 71.53285046 "Sjoh" 0.393333333333333
"4178" "508/2" "A2" "Alluvial" 0.6 1 "N" 3 "42" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 129 1.306 "5" "3.8" NA "3N1A2" 604286.7226 647105.1948 73.82949865 "Sjoh" 0.393333333333333
"4962" "508/2" "A2" "Alluvial" 1.4 2 "G" 1 "1" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 180.5 2.558 NA "3.6" NA "1G2A2" 604372.4638 647060.8671 70.27736064 "Sjoh" 0.393333333333333
"5270" "508/2" "A2" "Alluvial" 1.6 2 "O" 3 "15" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 102.3 0.822 NA "3.3" NA "3O2A2" 604372.4186 647018.5374 69.87072703 "Sjoh" 0.393333333333333
"5301" "508/2" "A2" "Alluvial" 1.8 2 "P" 3 "18" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 110.2 0.953 NA "3" NA "3P2A2" 604358.0757 647004.8249 70.42641365 "Sjoh" 0.393333333333333
"5536" "508/2" "A2" "Alluvial" 2 2 "V" 4 "35" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 101.4 0.807 NA "3" NA "4V2A2" 604293.884 647041.3618 77.45204443 "Sjoh" 0.393333333333333
"5583" "508/2" "A2" "Alluvial" 2 2 "W" 4 "44" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 69.4 0.378 NA "3.2" NA "4W2A2" 604308.1266 647027.0049 77.02301311 "Sjoh" 0.393333333333333
"5667" "508/2" "A2" "Alluvial" 2 2 "Y" 2 "16" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 96.6 0.733 NA "2.9" NA "2Y2A2" 604350.9043 646997.9687 69.83966666 "Sjoh" 0.393333333333333
"5752" "508/2" "A2" "Alluvial" 2.4 3 "B" 2 "16" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 63.2 0.314 "4" "3.2" NA "2B3A2" 604293.864 647027.2627 75.45215653 "Sjoh" 0.393333333333333
"5753" "508/2" "A2" "Alluvial" 2.4 3 "B" 2 "17" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 99.1 0.771 "5" "3.7" NA "2B3A2" 604293.864 647027.2627 75.45215653 "Sjoh" 0.393333333333333
"5816" "508/2" "A2" "Alluvial" 2.4 3 "C" 3 "32" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 113.3 1.008 "5" "3" NA "3C3A2" 604300.9451 647006.028 74.79829343 "Sjoh" 0.393333333333333
"5854" "508/2" "A2" "Alluvial" 2.4 3 "D" 2 "15" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 84.4 0.559 "3" "2.1" NA "2D3A2" 604322.3289 646998.5917 75.26316345 "Sjoh" 0.393333333333333
"5908" "508/2" "A2" "Alluvial" 2.4 3 "E" 4 "40" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 52.6 0.217 "4" "1.6" NA "4E3A2" 604322.2787 646984.557 73.90275854 "Sjoh" 0.393333333333333
"5920" "508/2" "A2" "Alluvial" 2.4 3 "F" 1 "1" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 70 0.385 "5" "1.9" NA "1F3A2" 604315.1123 646977.69 72.32973838 "Sjoh" 0.393333333333333
"5936" "508/2" "A2" "Alluvial" 2.4 3 "F" 3 "25" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 59.6 0.279 "1" "2.4" NA "3F3A2" 604315.0471 646963.6875 70.60311563 "Sjoh" 0.393333333333333
"5965" "508/2" "A2" "Alluvial" 2.4 3 "G" 2 "15" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 73.4 0.423 "5" "2.1" NA "2G3A2" 604308.0061 646984.8363 72.7978434 "Sjoh" 0.393333333333333
"6050" "508/2" "A2" "Alluvial" 2.4 3 "I" 2 "20" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 93.5 0.686 "5" "2.9" NA "2I3A2" 604279.5813 647013.4213 74.88614247 "Sjoh" 0.393333333333333
"6059" "508/2" "A2" "Alluvial" 2.4 3 "I" 3 "40" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 93 0.679 "5" "3.1" NA "3I3A2" 604272.44 647006.5006 72.8989132 "Sjoh" 0.393333333333333
"6192" "508/2" "A2" "Alluvial" 2.8 3 "L" 2 "15" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 67.9 0.362 "4" "1.3" NA "2L3A2" 604265.2986 646999.5799 72.67105422 "Sjoh" 0.393333333333333
"6193" "508/2" "A2" "Alluvial" 2.8 3 "L" 2 "18" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 62.7 0.309 "4" "1.3" NA "2L3A2" 604265.2986 646999.5799 72.67105422 "Sjoh" 0.393333333333333
"6224" "508/2" "A2" "Alluvial" 2.8 3 "M" 1 "7" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 111.8 0.981 "5" "1.3" NA "1M3A2" 604272.3948 646992.4552 71.4854206 "Sjoh" 0.393333333333333
"6235" "508/2" "A2" "Alluvial" 2.8 3 "M" 2 "18" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 92 0.664 "5" "1.3" NA "2M3A2" 604279.491 646985.3304 71.24263344 "Sjoh" 0.393333333333333
"6263" "508/2" "A2" "Alluvial" 2.8 3 "N" 1 "4" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 70 0.385 "4" "1.6" NA "1N3A2" 604286.5871 646978.2056 72.63015646 "Sjoh" 0.393333333333333
"6282" "508/2" "A2" "Alluvial" 2.8 3 "N" 2 "24" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 71.4 0.4 "4" "1.85" NA "2N3A2" 604293.6833 646971.0808 71.87429911 "Sjoh" 0.393333333333333
"6307" "508/2" "A2" "Alluvial" 2.8 3 "O" 1 "1" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 102.1 0.818 "5" "3" NA "1O3A2" 604300.7795 646963.9561 70.8091822 "Sjoh" 0.393333333333333
"6546" "508/2" "A2" "Alluvial" 3.2 3 "U" 2 "17" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 98.2 0.757 NA "2" NA "2U3A2" 604222.5811 646986.0608 70.7188913 "Sjoh" 0.393333333333333
"6697" "508/2" "A2" "Alluvial" 3.2 3 "Y" 3 "30" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 60.2 0.284 "4" "2" NA "3Y3A2" 604272.0184 646922.5501 71.28911583 "Sjoh" 0.393333333333333
"6710" "508/2" "A2" "Alluvial" 3.2 3 "Y" 4 "40" "Shorea" "Shorea_johorensis" "Dipterocarpaceae" 100.8 0.798 "5" "2.8" NA "4Y3A2" 604264.9473 646929.6212 71.2112482 "Sjoh" 0.393333333333333
"1363" "292/1" "A1" "Alluvial" 1.6 2 "N" 2 "15" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 89.2 0.625 "5" NA NA "2N2A1" 604469.7967 648231.3007 67.38082329 "Slep" 0.44
"1371" "292/1" "A1" "Alluvial" 1.6 2 "N" 3 "23" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 99.3 0.774 "5" NA NA "3N2A1" 604469.7945 648221.2793 66.98259323 "Slep" 0.44
"3577" "508/2" "A2" "Alluvial" 0.1 1 "A" 2 "25" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 79 0.49 "5" "2.5" NA "2A1A2" 604272.1138 647191.0466 77.05488127 "Slep" 0.44
"4867" "508/2" "A2" "Alluvial" 1.2 2 "D" 2 "13" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 90.5 0.643 NA "3.1" NA "2D2A2" 604393.943 647067.3689 70.17981954 "Slep" 0.44
"4868" "508/2" "A2" "Alluvial" 1.2 2 "D" 2 "15" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 78.5 0.484 NA "3.1" NA "2D2A2" 604393.943 647067.3689 70.17981954 "Slep" 0.44
"4927" "508/2" "A2" "Alluvial" 1.4 2 "F" 1 "4" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 105 0.865 NA "4.2" NA "1F2A2" 604386.7766 647046.3598 70.80222803 "Slep" 0.44
"4984" "508/2" "A2" "Alluvial" 1.4 2 "G" 3 "28" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 73.6 0.425 NA "3.1" NA "3G2A2" 604372.4588 647046.7357 70.51072061 "Slep" 0.44
"5316" "508/2" "A2" "Alluvial" 1.8 2 "Q" 2 "9" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 82.1 0.529 NA "3" NA "2Q2A2" 604350.9746 647026.1026 69.77592498 "Slep" 0.44
"5628" "508/2" "A2" "Alluvial" 2 2 "X" 3 "37" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 56.6 0.251 NA "1.56" NA "3X2A2" 604329.4903 647005.4694 74.10081399 "Slep" 0.44
"6295" "508/2" "A2" "Alluvial" 2.8 3 "N" 4 "44" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 74.5 0.436 "4" "2.4" NA "4N3A2" 604279.4307 646971.3171 71.06137931 "Slep" 0.44
"6378" "508/2" "A2" "Alluvial" 2.8 3 "Q" 2 "14" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 80.4 0.507 "4" "3.1" NA "2Q3A2" 604279.3605 646957.3254 70.51954247 "Slep" 0.44
"6569" "508/2" "A2" "Alluvial" 3.2 3 "U" 4 "34" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 65 0.332 "4" "2.5" NA "4U3A2" 604208.3788 646986.1897 70.07093173 "Slep" 0.44
"6659" "508/2" "A2" "Alluvial" 3.2 3 "X" 3 "21" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 89.3 0.626 "5" "3.4" NA "3X3A2" 604257.8763 646936.6922 70.65676864 "Slep" 0.44
"7362" "508/2" "A2" "Alluvial" 3.6 4 "L" 4 "49" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 91.9 0.663 "5" "3" NA "4L4A2" 604180.1547 647070.9137 78.93634033 "Slep" 0.44
"7600" "508/2" "A2" "Alluvial" 4 4 "Q" 3 "31" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 83.5 0.547 "4" "3.5" NA "3Q4A2" 604201.388 647021.3732 71.79187956 "Slep" 0.44
"7885" "508/2" "A2" "Alluvial" 4 4 "X" 1 "5" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 78.7 0.486 "5" "3.2" NA "1X4A2" 604187.2007 647021.4699 71.635881 "Slep" 0.44
"7930" "508/2" "A2" "Alluvial" 4 4 "Y" 1 "16" "Shorea" "Shorea_leprosula" "Dipterocarpaceae" 82.3 0.532 "5" "3.5" NA "1Y4A2" 604201.3529 647007.3063 71.72040333 "Slep" 0.44
"10" "292/1" "A1" "Alluvial" 0.1 1 "A" 2 "11" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 51.8 0.211 "3" NA NA "2A1A1" 604296.5597 648277.6633 77.58041019 "Smac" 0.425
"7235" "508/2" "A2" "Alluvial" 3.6 4 "J" 4 "60" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 45.2 0.16 "3" "1.3" NA "4J4A2" 604173.0234 647106.3979 94.11868784 "Smac" 0.425
"12745" "292/2" "S1" "Sandstone" 3.2 3 "W" 4 "42" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 40.8 0.131 "4" NA NA "4W3S1" 603457.6739 647122.978 120.0845513 "Smac" 0.425
"15500" "292/3" "S2" "Sandstone" 0.9 1 "V" 4 "67" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 45.5 0.163 "3" NA NA "4V1S2" 603210.0993 648159.5396 90.18497414 "Smac" 0.425
"16100" "292/3" "S2" "Sandstone" 1.4 2 "I" 3 "30" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 43.5 0.149 "4" NA NA "3I2S2" 603319.5676 648214.0954 89.56330827 "Smac" 0.425
"16106" "292/3" "S2" "Sandstone" 1.4 2 "I" 4 "40" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 54.3 0.231 "4" NA NA "4I2S2" 603309.4347 648214.4692 89.78917571 "Smac" 0.425
"16637" "292/3" "S2" "Sandstone" 1.8 2 "T" 1 "18" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 41 0.132 "3" NA NA "1T2S2" 603289.9437 648185.426 98.51536179 "Smac" 0.425
"20829" "508/3" "S3" "Sandstone" 0.8 1 "T" 3 "25" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 53.8 0.227 "1" "1.7" NA "3T1S3" 603781.5239 648006.5753 101.0914896 "Smac" 0.425
"20872" "508/3" "S3" "Sandstone" 0.9 1 "U" 3 "30" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 57.9 0.263 "5" "1.3" NA "3U1S3" 603760.9254 648008.4905 101.2074277 "Smac" 0.425
"21242" "508/3" "S3" "Sandstone" 1.2 2 "B" 4 "44" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 49.3 0.191 "5" "1.3" NA "4B2S3" 603820.8115 647895.7843 112.0461151 "Smac" 0.425
"21386" "508/3" "S3" "Sandstone" 1.2 2 "E" 1 "1" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 41.3 0.134 "4" "1.3" NA "1E2S3" 603824.3697 647836.5187 112.1854013 "Smac" 0.425
"23315" "508/3" "S3" "Sandstone" 2.8 3 "Q" 3 "21" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 44.7 0.157 "5" "1.3" NA "3Q3S3" 603651.7054 647870.2734 108.2041102 "Smac" 0.425
"24124" "508/3" "S3" "Sandstone" 3.6 4 "F" 2 "16" "Shorea" "Shorea_macroptera" "Dipterocarpaceae" 47.2 0.175 "2" "1.3" NA "2F4S3" 603711.2726 647937.7546 98.05723139 "Smac" 0.425
"6632" "508/2" "A2" "Alluvial" 3.2 3 "W" 4 "28" "Shorea" "Shorea_mecistopteryx" "Dipterocarpaceae" 113.1 1.004 "5" "1.9" NA "4W3A2" 604236.663 646957.9054 70.65579924 "Smec" 0.426666666666667
"8025" "292/2" "S1" "Sandstone" 0.1 1 "A" 4 "67" "Shorea" "Shorea_mecistopteryx" "Dipterocarpaceae" 54.5 0.233 "5" NA NA "4A1S1" 603287.8086 647263.1414 84.09459404 "Smec" 0.426666666666667
"19807" "508/3" "S3" "Sandstone" 0.1 1 "B" 4 "33" "Shorea" "Shorea_mecistopteryx" "Dipterocarpaceae" 63.8 0.32 "5" "1.3" NA "4B1S3" 603842.2048 647991.1643 103.9731769 "Smec" 0.426666666666667
"22413" "508/3" "S3" "Sandstone" 2 2 "W" 4 "50" "Shorea" "Shorea_mecistopteryx" "Dipterocarpaceae" 64.3 0.325 "5" "1.3" NA "4W2S3" 603736.6979 647887.158 104.2527138 "Smec" 0.426666666666667
"8044" "292/2" "S1" "Sandstone" 0.1 1 "B" 1 "17" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.1 0.102 "5" NA NA "1B1S1" 603303.6249 647286.5901 87.63929459 "Smul" 0.51
"8489" "292/2" "S1" "Sandstone" 0.3 1 "H" 2 "30" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.2 0.087 "4" NA NA "2H1S1" 603338.798 647262.8655 93.42972435 "Smul" 0.51
"8521" "292/2" "S1" "Sandstone" 0.4 1 "H" 3 "76" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.8 0.074 "3" NA NA "3H1S1" 603340.7061 647253.0493 93.88053459 "Smul" 0.51
"8926" "292/2" "S1" "Sandstone" 0.6 1 "M" 4 "70" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 56.4 0.25 "5" NA NA "4M1S1" 603342.6142 647243.233 96.05653442 "Smul" 0.51
"8947" "292/2" "S1" "Sandstone" 0.6 1 "N" 1 "22" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 39.4 0.122 "3" NA NA "1N1S1" 603350.5224 647254.9574 101.1783749 "Smul" 0.51
"9009" "292/2" "S1" "Sandstone" 0.6 1 "N" 4 "69" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 43.7 0.15 "5" NA NA "4N1S1" 603352.4305 647245.1411 105.5134045 "Smul" 0.51
"9151" "292/2" "S1" "Sandstone" 0.7 1 "Q" 3 "48" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.9 0.096 "4" NA NA "3Q1S1" 603377.7873 647219.5085 112.9154409 "Smul" 0.51
"9250" "292/2" "S1" "Sandstone" 0.8 1 "R" 4 "69" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.2 0.092 "4" NA NA "4R1S1" 603346.4304 647223.6005 104.8914748 "Smul" 0.51
"9646" "292/2" "S1" "Sandstone" 1 1 "X" 1 "6" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.9 0.075 "3" NA NA "1X1S1" 603367.971 647217.6004 108.1168952 "Smul" 0.51
"9713" "292/2" "S1" "Sandstone" 1 1 "Y" 1 "6" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 49 0.188 "4" NA NA "1Y1S1" 603377.7873 647219.5085 114.2970353 "Smul" 0.51
"9723" "292/2" "S1" "Sandstone" 1 1 "Y" 2 "10" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 75.2 0.444 "4" NA NA "2Y1S1" 603387.6036 647221.4165 117.660352 "Smul" 0.51
"9736" "292/2" "S1" "Sandstone" 1 1 "Y" 3 "26" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34 0.091 "3" NA NA "3Y1S1" 603389.5116 647211.6003 118.1524906 "Smul" 0.51
"10601" "292/2" "S1" "Sandstone" 1.6 2 "N" 3 "23" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 47.6 0.178 "3" NA NA "3N2S1" 603472.1338 647258.2219 134.9412789 "Smul" 0.51
"10634" "292/2" "S1" "Sandstone" 1.6 2 "O" 2 "14" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.4 0.093 "3" NA NA "2O2S1" 603487.9502 647281.6706 133.4926666 "Smul" 0.51
"10646" "292/2" "S1" "Sandstone" 1.6 2 "O" 3 "28" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.6 0.074 "3" NA NA "3O2S1" 603491.7663 647262.0381 137.9090068 "Smul" 0.51
"10670" "292/2" "S1" "Sandstone" 1.8 2 "P" 1 "8" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 71.8 0.405 "4" NA NA "1P2S1" 603472.1338 647258.2219 140.6376476 "Smul" 0.51
"10721" "292/2" "S1" "Sandstone" 1.8 2 "Q" 1 "2" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 59.2 0.275 "4" NA NA "1Q2S1" 603452.5013 647254.4057 140.2643866 "Smul" 0.51
"10819" "292/2" "S1" "Sandstone" 1.8 2 "R" 4 "50" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.4 0.104 "4" NA NA "4R2S1" 603436.6849 647230.957 138.2138954 "Smul" 0.51
"10896" "292/2" "S1" "Sandstone" 1.8 2 "S" 4 "66" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 44.2 0.153 "3" NA NA "4S2S1" 603415.1443 647236.9571 130.1004469 "Smul" 0.51
"11048" "292/2" "S1" "Sandstone" 2 2 "U" 3 "52" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.4 0.104 "3" NA NA "3U2S1" 603409.1442 647215.4165 128.0154053 "Smul" 0.51
"11049" "292/2" "S1" "Sandstone" 2 2 "U" 3 "57" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 44 0.152 "3" NA NA "3U2S1" 603409.1442 647215.4165 128.0154053 "Smul" 0.51
"11051" "292/2" "S1" "Sandstone" 2 2 "U" 3 "60" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.9 0.075 "3" NA NA "3U2S1" 603409.1442 647215.4165 128.0154053 "Smul" 0.51
