"sp" "mother" "block" "treat" "mort" "diameter" "height" "leaves" "lBio" "wBio" "dden" "den" "si" "slm" "rgr" "leafArea" "A" "carbon.per.sec" "woody.carbon" "carbon.fraction" "Dden" "leafTwood" "carbon.per.sec2" "carbon.fraction2" "leafTtotal" "rootTstem" "CF" "Dcf"
"318" "slep" "SL_m_72" "B" 6 0 5.11 390 7 1190.33297993316 1208.09961290183 0.42 0.4 0.055 4.44 -0.00778422650091188 268.093013498458 1.52397015519034 40.8565751386692 604.049806450916 0.0170346981027205 NA 0.985293735070404 40.8565751386693 0.0120890068973438 0.352206310874261 0.812196555846502 0.0138467526479274 -0.0017577457505836
"319" "sbec" "Sbec_Sfr" "B" 9 0 4.29 250 4 1013.60288293455 1500.31147786412 0.41 0.42 0.037 5.37 -0.112473055601255 188.752864606062 0.319222355893919 6.0254134121273 750.155738932062 0.00239682524834021 0.113075007 0.675594966704875 6.02541341212729 0.00166564302572019 0.280196636700776 0.735550915200721 0.00323018376090687 -0.00156454073518668
"320" "sxan" "9K_Sxan_29" "B" 15 0 2.62 105 5 954.386196504122 230.824797583594 0.51 0.57 0.006 6.96 0.0730618997189786 137.124453520707 -0.410699266939139 -5.63169125403845 115.412398791797 -0.00475163602272631 0.082604549 4.13467793103333 -5.63169125403845 -0.00348803034045235 0.591106269813379 1.86013525600782 0.00327295019169622 -0.00676098053214857
"321" "dry" "Dl_m_4" "C" 0 0 5.52 540 18 4563.65385240576 4041.13168411144 0.59 0.42 0.0372 5.43 0.0419641348629775 840.451906520398 1.75627051588962 147.6060903445 2020.56584205572 0.0171539534272046 0.081804052 1.12930095060963 147.606090344499 0.0137028376294788 0.423661432876586 0.536273168190559 0.00485143318773572 0.00885140444174308
"322" "dry" "DL_Tawau" "C" 3 0 4.69 540 15 4090.06379031239 2995.64151895553 0.59 0.42 0.0372 5.43 -0.0355857765367292 753.234583851269 1.06895361094596 80.517282829719 1497.82075947776 0.0113633406013096 0.064024797 1.36533819698775 80.5172828297191 0.00927958343006784 0.47137815438668 0.531143500947998 0.00485143318773572 0.00442815024233212
"323" "pmal" "Pmal_1_RDC" "C" 6 0 3.2 250 8 2171.31133932487 723.1717713489 0.39 0.49 0.0313 4.96 0.0795932622163782 437.764382928402 0.622285711096489 27.2414520323316 361.58588567445 0.00941150837324818 0.11980674 3.0024835389728 27.2414520323316 0.00735203159141359 0.586002153723841 1.12118967603683 0.00610245022553465 0.00124958136587894
"324" "ssmi" "Ssmi_5" "C" 12 0 5.19 420 6 3745.64773881504 3016.45210649592 0.31 0.37 0.0293 4.63 0.0940403311929379 808.995191968692 0.540604350681981 43.7346320459079 1508.22605324796 0.00646761110400267 0.14473499 1.24173950275849 43.7346320459079 0.0047227936110786 0.404483138023379 0.828201827371115 0.0082218511221437 -0.0034990575110651
"329" "sjoh" "8K_SJoh_8" "C" 3 0 3.36 311 4 595.207512671712 669.21421598264 0.4 0.39 0.0449 4.73 0.0839773595204479 125.836683440108 1.04803746560852 13.1881558793153 334.60710799132 0.0104301876347464 NA 0.889412535562681 13.1881558793153 0.00679336540620097 0.306597993161185 1.0114953483813 0.0070596393221021 -0.00026627391590113
"331" "ssmi" "Ssmi_Tawau" "C" 9 0 4.69 384 7 4950.17022799322 2549.66643721188 0.31 0.37 0.0293 4.63 0.0389215986892279 1069.15123714756 0.689416211807571 73.7090195763652 1274.83321860594 0.0098280833125783 -0.010949555 1.94149719184692 73.7090195763651 0.00752779322363688 0.505553568780409 0.89884201598533 0.0082218511221437 -0.000694057898506823
"332" "spar" "SP_m_5" "C" 0 0 3.31 370 5 1770.61622342333 1638.23875185141 0.36 0.39 0.0423 4.81 0.240114792006654 368.111480961192 1.67914716590915 61.8113349994605 819.119375925704 0.0181325798392109 0.017778007 1.08080474926034 61.8113349994604 0.0117727810327357 0.337237127972631 1.12407591070083 0.00640743154576376 0.00536534948697194
"333" "ssmi" "Ssmi_4" "C" 21 0 5.4 480 5 3186.32714841942 3451.05299406451 0.31 0.37 0.0293 4.63 -0.00281208995515409 688.191608729897 0.36720776490444 25.2709302467696 1725.52649703225 0.00380736521101417 0.082487648 0.923291283529871 25.2709302467696 0.00270979965461297 0.341669583270469 0.779001600408187 0.0082218511221437 -0.00551205146753073
"334" "slep" "12I_Slep_3" "C" 6 0 4.25 480 8 1859.96631568164 1352.56110600279 0.42 0.4 0.055 4.44 0.238652198179353 418.911332360731 1.3846762596661 58.0056576824998 676.280553001395 0.0180560817289726 -0.027492756 1.37514401931783 58.0056576824998 0.0140165143148737 0.449443132454992 0.684517860053612 0.0138467526479274 0.000169761666946301
"336" "spar" "Sp_m_3" "C" 9 0 3.34 341 9 3892.96149110412 1760.26391962419 0.36 0.39 0.0423 4.81 0.135485888397888 809.347503348049 0.448033073495708 36.2614449451105 880.131959812094 0.00641429313543663 0.146794475 2.21157830238051 36.2614449451105 0.00471752398082321 0.506464627057873 1.15512014846272 0.00640743154576376 -0.00168990756494055
"337" "ssmi" "9H_Ssmi_4" "C" 3 0 4.36 420 6 4237.40205339422 2482.67592909199 0.31 0.37 0.0293 4.63 0.205459183611134 915.205627082986 1.2608396005363 115.392749725989 1241.337964546 0.0171713408723416 0.070683761 1.70678822948269 115.392749725988 0.0129373238949711 0.475078746005737 0.885854556229473 0.0082218511221437 0.0047154727728274
"342" "dry" "DL_Tawau" "C" 12 0 4.35 495 12 2633.6610945118 2134.0066132246 0.59 0.42 0.0372 5.43 0.15809525734458 485.020459394438 0.44398973823316 21.5344106804264 1067.0033066123 0.00451675997584372 0.088078843 1.23413914380153 21.5344106804264 0.00358722652332077 0.438718248289843 0.578917182467768 0.00485143318773572 -0.00126420666441495
"343" "dry" "DL_m_3" "C" 6 0 4.37 422 7 1185.65434688388 1366.55435469408 0.59 0.42 0.0372 5.43 0.14552614079056 218.352550070697 0.884151754746588 19.3056790298398 683.277177347039 0.00756430264417784 0.180027902 0.867623261973584 19.3056790298398 0.00553986118547845 0.340229446762448 0.682488935044345 0.00485143318773572 0.000688427997742727
"344" "ssmi" "Ssmi_m_2" "C" 0 0 3.65 295 3 1551.25675117854 1183.52968118849 0.31 0.37 0.0293 4.63 0.149509042064863 335.04465468219 2.02102643384305 67.7134103630522 591.764840594243 0.0247600359434446 0.061592738 1.31070371604097 67.7134103630523 0.0160170600519187 0.366937249303402 1.26130680763637 0.0082218511221437 0.007795208929775
"345" "slep" "8Pslep_2" "C" 3 0 4.87 490 10 3064.43071570254 1700.6110454483 0.42 0.4 0.055 4.44 0.285018171439404 690.187098131203 1.81374615794816 125.182419750086 850.305522724152 0.0262710016039508 -0.061635016 1.80195861005637 125.182419750086 0.0210517132402108 0.515340067720808 0.694681226286816 0.0138467526479274 0.0072049605922834
"346" "dry" "DL_Tawau" "C" 18 0 5.33 530 11 2655.26534969279 2742.0074338189 0.59 0.42 0.0372 5.43 0.0234060638662085 488.999143589832 0.242771142145976 11.8714880597708 1371.00371690945 0.00219953456790944 0.094607206 0.968365481779418 11.8714880597708 0.00170429205376893 0.3811946415938 0.571978416368311 0.00485143318773572 -0.00314714113396679
"347" "sbec" "Sbec_Sfr" "C" 21 0 4.08 290 3 709.094664082725 1554.86166705787 0.41 0.42 0.037 5.37 -0.0023885397213208 132.047423479092 -0.098535314596885 -1.30113344142205 777.430833528933 -0.000574716669012131 0.113062551 0.456050000528012 -1.30113344142204 -0.000389514022714664 0.21227823857213 0.692309641023516 0.00323018376090687 -0.00361969778362153
"348" "sjoh" "8K_SJoh_8" "C" 0 0 3.22 311 7 1648.02460273032 738.908848379703 0.4 0.39 0.0449 4.73 0.20574588456744 348.419577744253 1.78309895122944 62.126658366358 369.454424189851 0.0260278133592148 0.11 2.23034898870699 62.1266583663583 0.0199266090690419 0.528590187502388 0.989080432118031 0.0070596393221021 0.0128669697469398
"350" "sbec" "Sbec_Sfr" "C" 0 0 3.94 341 4 1074.86874834908 1876.69377023559 0.41 0.42 0.037 5.37 0.236356094532553 200.161778091076 1.54044290071331 30.8337790054551 938.346885117795 0.010446595256346 0.052011688 0.572745945767243 30.8337790054552 0.00749094610960898 0.261135161777 0.62054714379512 0.00323018376090687 0.00426076234870211
"351" "spar" "SP_m_5" "C" 9 0 3.84 380 9 2822.01834192642 1737.81148467774 0.36 0.39 0.0423 4.81 0.136198920471969 586.698199984704 0.458236465632274 26.8846509553808 868.905742338869 0.00589597681881092 0.11381513 1.62389210038495 26.8846509553807 0.00430671225366324 0.452065418048676 0.968269643360945 0.00640743154576376 -0.00210071929210052
"353" "ssmi" "Ssmi_Tawau" "C" 6 0 5.19 455 5 3139.6011358144 3125.40334838032 0.31 0.37 0.0293 4.63 0.210923323022932 678.099597368121 0.878537672248026 59.5736041824113 1562.70167419016 0.00950894837069994 0.067639854 1.00454270564516 59.5736041824113 0.00678225791952558 0.357433211566802 0.80589200813469 0.0082218511221437 -0.00143959320261812
"354" "sjoh" "SJ_m_10" "C" 12 0 4.39 341 7 1854.80850809959 1145.57873810067 0.4 0.39 0.0449 4.73 0.101227884961527 392.137105306468 0.442437057338608 17.3495986945074 572.789369050337 0.00578245315383177 -0.075425685 1.61910172248378 17.3495986945073 0.00429726936604211 0.459411881627789 0.905190502495198 0.0070596393221021 -0.00276236995605999
"355" "slep" "Slep_m_122" "C" 15 0 4.15 345 4 451.191602769644 724.051852658104 0.42 0.4 0.055 4.44 0.121826441202281 101.619730353523 0.944591864042216 9.5989170518102 362.025926329052 0.00816759881323188 -0.024985673 0.623148191822521 9.5989170518102 0.00526043131613916 0.247263563585109 0.897029802813686 0.0138467526479274 -0.00858632133178824
"357" "dry" "DL_m_7" "C" 15 0 4.78 490 15 3779.2260249032 2669.06464173328 0.59 0.42 0.0372 5.43 0.113331802289315 695.990059834843 0.350863788835292 24.4197709385354 1334.53232086664 0.00378701460603871 0.224169868 1.41593649168758 24.4197709385355 0.00306402054011732 0.474190613630047 0.570070508426228 0.00485143318773572 -0.0017874126476184
"358" "ssem" "SS" "C" 18 0 3.35 235 8 1372.19022793335 614.385643068891 0.72 0.5 0.014 5.16 0.0384921290814457 265.928338746773 0.130647405244411 3.47428474382226 307.192821534446 0.00174888097380819 0.122491834 2.23343472200812 3.47428474382227 0.00126148354221362 0.498230719978326 1.24929713785247 0.0056898425264925 -0.00442835898427888
"359" "ssem" "SS" "C" 0 0 3.74 280 9 2046.12784401756 868.374762419642 0.72 0.5 0.014 5.16 0.232459209832632 396.536403879373 1.6918913596653 67.0896515516262 434.187381209821 0.0230192456865355 0.0752367309999999 2.35627281280749 67.0896515516259 0.0174870959612625 0.53332865993219 1.06177742493349 0.0056898425264925 0.01179725343477
"361" "slep" "SL_m_114" "C" 21 0 4.48 482 9 2448.96203041977 1484.70400332501 0.42 0.4 0.055 4.44 0.0338225728891384 551.568024869319 0.756620749341761 41.7327812289579 742.352001662505 0.0106091317541843 0.07021003 1.6494614582673 41.7327812289578 0.00842270300893748 0.494260848545544 0.687767179447282 0.0138467526479274 -0.00542404963898992
"362" "sbec" "SHOREABECCARINA_Sbec" "C" 9 0 4.54 290 4 1119.54788783715 1769.13315078251 0.41 0.42 0.037 5.37 0.0982960241203183 208.481915798351 0.280012352808147 5.83775117606463 884.566575391256 0.00202090542293107 0.127645886 0.632822853012479 5.83775117606465 0.00142101758519465 0.272518849828158 0.689302216176388 0.00323018376090687 -0.00180916617571222
"363" "ptom" "9J_Ptom_14" "C" 6 0 2.8 140 3 297.770260888963 207.970788521859 0.31 0.52 0.0262 4.92 0.0509729390198077 60.5224107497892 0.562931842945698 3.40699922228954 103.98539426093 0.00673664759121021 0.285663189 1.43178887287656 3.40699922228954 0.00430829455054406 0.376543083399911 1.37066809950638 0.0062039963071807 -0.00189570175663664
"364" "ssem" "SS" "C" 3 0 3.55 238 6 784.783149889891 609.156264386586 0.72 0.5 0.014 5.16 0.146480691908733 152.089757730599 0.956829874044392 14.5524023732811 304.578132193293 0.01043976676765 0.116242225 1.28831171206974 14.5524023732811 0.00679860967732589 0.366635980821958 1.22555975570461 0.0056898425264925 0.00110876715083339
"365" "slep" "9P_Slep_2" "C" 0 0 3.31 253 7 1032.88522947946 471.059545248029 0.42 0.4 0.055 4.44 0.178897548925626 232.631808441321 2.41596018505345 56.2029186971212 235.529772624014 0.0373703340984079 0.042630469 2.19268506476313 56.202918697121 0.0277304908863305 0.509625035615326 1.10986075133018 0.0138467526479274 0.0138837382384031
"366" "sjoh" "8m_SJoh_9" "C" 9 0 3.89 320 4 685.161698515914 807.963140263439 0.4 0.39 0.0449 4.73 0.0936417087139941 144.854481715838 0.547002116822817 7.92357081298355 403.981570131719 0.00530670350341313 -0.070854701 0.848011084134995 7.92357081298354 0.0034729685451379 0.300312205625765 0.975753878624284 0.0070596393221021 -0.0035866707769642
"367" "dry" "DL_m_6" "C" 0 0 2.23 292 3 166.250086330561 350.145750639741 0.59 0.42 0.0372 5.43 0.245137543786616 30.6169588085748 1.77701919836583 5.44069235984133 175.072875319871 0.0105358950834343 -0.00487544499999998 0.474802524453918 5.44069235984132 0.0058842458096229 0.179803655332679 1.16586973315631 0.00485143318773572 0.00103281262188718
"368" "ssmi" "Ssmi_Tawau" "C" 12 0 5.58 365 4 2197.210066446 2684.27093181207 0.31 0.37 0.0293 4.63 0.188120510519406 474.559409599568 0.550301553750737 26.1150780449675 1342.13546590603 0.00534982683621764 0.000434670999999998 0.818550035470053 26.1150780449675 0.00364314652921319 0.306518640830468 0.851923881719154 0.0082218511221437 -0.00457870459293051
"371" "slep" "SL_m_6" "C" 12 0 3.17 420 7 1297.51531186054 848.946085263951 0.42 0.4 0.055 4.44 0.0784631348867355 292.233178346969 1.02153670557498 29.8526918268269 424.473042631976 0.0139078633637758 0.093996902 1.5283836445952 29.8526918268268 0.0107555648443893 0.467479118943743 0.741032213055386 0.0138467526479274 -0.0030911878035381
"372" "spar" "Sp_m_3" "C" 15 0 3.86 340 11 3776.15796372813 1661.59764183333 0.36 0.39 0.0423 4.81 0.0539726824185555 785.064025723105 0.19882080253076 15.6087059632297 830.798820916664 0.00287043168090634 0.089079821 2.27260671817137 15.6087059632297 0.00218506177372595 0.528624117689887 1.0264909622424 0.00640743154576376 -0.00422236977203781
"374" "dry" "DL_Tawau" "C" 15 0 3.69 400 8 1094.15793413881 1100.92627360304 0.59 0.42 0.0372 5.43 0.144920543818739 201.502381977681 0.333892125325046 6.72800585765872 550.46313680152 0.00306503314721581 0.010455943 0.993852141032041 6.72800585765873 0.0022448669966276 0.365076827727554 0.728457426568685 0.00485143318773572 -0.00260656619110812
"376" "sbec" "SHOREABECCARINA_Sbec" "C" 18 0 4.77 320 5 1694.77189225686 2092.41719820462 0.41 0.42 0.037 5.37 NA 315.599979936101 -0.0603209013358719 -1.90372752513287 1046.20859910231 -0.000502675593866609 0.085873926 0.809958880911057 -1.90372752513287 -0.000368702297248136 0.328233048972207 0.657674660096689 0.00323018376090687 -0.003598886058155
"377" "ssem" "SS" "C" 15 0 2.19 135 2 107.24211724211 191.091795249443 0.72 0.5 0.014 5.16 -0.0476563698973198 20.7833560546725 0.221768388423481 0.460909137827612 95.5458976247216 0.00154494383148835 0.074545455 0.561207335469955 0.460909137827611 0.000646376566985627 0.150395784960878 2.17032899459368 0.0056898425264925 -0.00504346595950687
"379" "dry" "DL_m_2" "C" 18 0 5.17 690 9 2688.18206136775 3533.84405250744 0.59 0.42 0.0372 5.43 0.122366640993717 495.0611531064 0.172262786189519 8.52806135683045 1766.92202625372 0.00137062448802855 0.153491193 0.760696290335831 8.52806135683045 0.00107262554544943 0.338108818545556 0.489160112724349 0.00485143318773572 -0.00377880764228629
"380" "sbec" "Sbec_Sfr" "C" 3 0 3.67 280 4 942.586455163258 1463.30817505694 0.41 0.42 0.037 5.37 0.116550187441128 175.528203941016 0.805381415092403 14.1367153278644 731.65408752847 0.00587586636184915 0.230274893 0.644147604195938 14.1367153278644 0.00412490703507401 0.275034292612849 0.697915263952182 0.00323018376090687 0.000894723274167144
"381" "sxan" "8n_Sxan" "C" 0 0 3.21 135 5 1027.7278347418 384.147662441769 0.51 0.57 0.006 6.96 0.247690177789792 147.662045221523 1.02899627975585 15.1943695194088 192.073831220884 0.0107618338512983 -0.023938115 2.67534579856409 15.1943695194087 0.00773553590730668 0.523221813082055 1.43786953702155 0.00327295019169622 0.00446258571561046
"383" "ssem" "Ssem_ou" "C" 21 0 4.41 305 4 656.811692374621 928.514130261134 0.72 0.5 0.014 5.16 -0.0310483781846428 127.2890876695 -0.0162576738719583 -0.206942447478984 464.257065130567 -0.000130536224493538 0.124527708 0.707379318169235 -0.206942447478984 -8.27988438614533e-05 0.262794073549487 0.984383508194605 0.0056898425264925 -0.00577264137035395
"386" "ssmi" "9H_Ssmi_4" "C" 18 0 5.32 460 11 11415.7205432722 4306.50094817624 0.31 0.37 0.0293 4.63 0.0472161105836281 2465.59838947564 0.434657131736318 107.168992398317 2153.25047408812 0.00681640266018435 0.090447707 2.65081110642892 107.168992398317 0.00564946449717046 0.601785147695844 0.754101704361642 0.0082218511221437 -0.00257238662497324
"387" "pmal" "8L_Pmal_9" "C" 9 0 3.42 245 5 790.501388782199 663.896056450886 0.39 0.49 0.0313 4.96 0.0779468762005648 159.375279996411 0.440965812316098 7.02790498067229 331.948028225443 0.00483217637909559 0.0844800450000001 1.19070053376749 7.0279049806723 0.00316626612241811 0.356142801291277 1.15262278892872 0.00610245022553465 -0.00293618410311654
"388" "ptom" "8L_Ptom_6" "C" 3 0 2.08 120 1 89.9302200542419 112.710601943073 0.31 0.52 0.0262 4.92 -0.0666744274208328 18.2785000110248 0.931889604073263 1.7033544138327 56.3553009715367 0.00840578120954951 0.236653992 0.797886077297882 1.7033544138327 0.00456759982415428 0.241150786923816 1.51077439806665 0.0062039963071807 -0.00163639648302642
"389" "sjoh" "SJ_m_1" "C" 0 0 3.55 420 6 1400.4938787222 1144.43160632795 0.4 0.39 0.0449 4.73 0.0721300651057782 296.087500786935 1.70894022538199 50.5995840327613 572.215803163974 0.01988254050266 0.127206911 1.2237462430943 50.5995840327614 0.0147455427756913 0.408126722591656 0.774700502375723 0.0070596393221021 0.0076859034535892
"390" "ssmi" "Ssmi_4" "C" 0 0 6.29 480 7 4042.57608606687 4495.37243994741 0.31 0.37 0.0293 4.63 0.139694854754166 873.126584463687 2.00618598021464 175.165431270374 2247.6862199737 0.020516102988518 0.044885875 0.899275007815407 175.165431270374 0.0147657875552235 0.340773971381109 0.739644285729141 0.0082218511221437 0.0065439364330798
"391" "ptom" "Pt_m_4" "C" 0 0 4.47 385 4 1054.74675744116 1186.0729073268 0.31 0.52 0.0262 4.92 0.172224105361468 214.379422244137 1.58198571144433 33.9145182817916 593.036453663399 0.015134871768141 0.327363427 0.889276494662012 33.9145182817918 0.0102568285072669 0.318988950979088 0.898520674903 0.0062039963071807 0.0040528322000862
"392" "sbec" "SHOREABECCARINA_Sbec" "C" 0 0 4.41 290 3 767.79663679655 1649.18961494448 0.41 0.42 0.037 5.37 0.187917875058867 142.978889533808 1.50092305308502 21.4600311405789 824.594807472242 0.00887883872947998 -0.150533039 0.465559951286982 21.4600311405789 0.00602368699257362 0.215515372914244 0.694656951069376 0.00323018376090687 0.00279350323166675
