"sp" "mother" "block" "treat" "mort" "diameter" "height" "leaves" "lBio" "wBio" "dden" "den" "si" "slm" "rgr" "leafArea" "A" "carbon.per.sec" "woody.carbon" "carbon.fraction" "Dden" "leafTwood" "carbon.per.sec2" "carbon.fraction2" "leafTtotal" "rootTstem" "CF" "Dcf"
"620" "sjoh" "SJ_m_5" "D" 18 0 3.71 290 6 1199.47002694769 759.823851093322 0.4 0.39 0.0449 4.73 0.0987592263517711 253.587743540738 0.179848595016853 4.56073993892958 379.911925546661 0.00232774674082563 0.120787172 1.57861591896826 4.56073993892957 0.00166527556434468 0.43796580221337 1.02581143812293 0.0070596393221021 -0.00539436375775742
"621" "ptom" "Ptom_2_RDC" "D" 0 0 5 265 6 1853.28627928448 1204.36627449079 0.31 0.52 0.0262 4.92 0.1298422875752 376.684203106602 1.56428900120272 58.9242955846467 602.183137245397 0.0192710893564061 -0.075392072 1.53880619088911 58.9242955846468 0.013428392605405 0.422349652575679 1.10463516511716 0.0062039963071807 0.0072243962982243
"622" "slep" "9P_Slep_2" "D" 12 0 5.09 325 4 506.930651622898 891.680396076775 0.42 0.4 0.055 4.44 0.0872830481280268 114.173570185337 1.05543780235201 12.0503102003095 445.840198038388 0.00861591235113504 -0.019753086 0.568511603320312 12.0503102003095 0.00548133933374057 0.230588165286231 0.896973139205892 0.0138467526479274 -0.00836541331418683
"624" "dry" "DL_m_3" "D" 21 0 4.63 571 9 2031.64918412316 2433.30682224535 0.59 0.42 0.0372 5.43 0.0186114768768134 374.152704258408 0.276465754905077 10.3440409832577 1216.65341112268 0.00231671733573716 0.108279182 0.834933418814992 10.3440409832577 0.00179380783717984 0.352317651755127 0.534897938358397 0.00485143318773572 -0.00305762535055588
"625" "ssem" "Ssem_ou" "D" 15 0 3.51 205 4 409.580627916063 485.647485296625 0.72 0.5 0.014 5.16 -0.0291219276582226 79.3760906814075 0.152100545828686 1.20731467183894 242.823742648312 0.00134861121318707 0.173314719 0.843370222880694 1.20731467183894 0.000777920861012564 0.263909088619968 1.352314424779 0.0056898425264925 -0.00491192166547993
"626" "dry" "DL_Tawau" "D" 15 0 5.22 575 17 4792.2211870583 3951.17742777696 0.59 0.42 0.0372 5.43 0.137061992372366 882.545338316445 0.333395100957315 29.4236292167419 1975.58871388848 0.00336523936662543 0.057426255 1.2128590210525 29.4236292167419 0.0027295895298046 0.444567754723444 0.515316849028298 0.00485143318773572 -0.00212184365793112
"627" "ptom" "9J_Ptom_14" "D" 15 0 4.17 231 4 779.881191209493 650.346402569442 0.31 0.52 0.0262 4.92 -0.0687137699815389 158.512437237702 0.124101087172564 1.96715657915716 325.173201284721 0.0013754150652062 0.116209404 1.1991781427994 1.96715657915716 0.00090958297943808 0.36060508097021 1.12628288390883 0.0062039963071807 -0.00529441332774262
"628" "sjoh" "SJoh_m" "D" 0 0 3.9 270 4 642.123268788772 687.564576453104 0.4 0.39 0.0449 4.73 0.113788235405855 135.755447946886 1.68015775767218 22.8090569014223 343.782288226552 0.0171536928633601 -0.015359477 0.933909760303902 22.8090569014223 0.0110201082760164 0.310239392149556 1.07637772715255 0.0070596393221021 0.0039604689539143
"629" "slep" "SL_m_108" "D" 3 0 3.77 411 5 649.245631592536 854.990511353045 0.42 0.4 0.055 4.44 0.246651178181397 146.226493601922 1.64716778023756 24.08595688782 427.495255676523 0.0160120849381103 -0.087791051 0.759360043148417 24.08595688782 0.0110813549125683 0.298701907614459 0.78284013633132 0.0138467526479274 -0.0027653977353591
"630" "ssmi" "Ssmi_3A" "D" 6 0 4.82 192 2 1091.25957384264 1260.05987113313 0.31 0.37 0.0293 4.63 -0.00896681376844431 235.693212493012 0.983934780500476 23.1906749299763 630.029935566563 0.0098628346648217 0.07734315 0.866037875534687 23.1906749299763 0.00601861929839015 0.283211935422918 1.1918765949181 0.0082218511221437 -0.00220323182375355
"631" "spar" "Spar_1" "D" 9 0 4.28 321 6 1176.60049636546 1100.74845959599 0.36 0.39 0.0423 4.81 0.0106759885014842 244.615487809868 0.36589734829152 8.95041583406673 550.374229797994 0.00393019076441363 0.043036494 1.0689095098051 8.9504158340667 0.0026312688535832 0.345900380115668 1.02131406684334 0.00640743154576376 -0.00377616269218056
"632" "ssmi" "Ssmi_19" "D" 9 0 6.85 450 5 2686.2393888061 4399.10375627247 0.31 0.37 0.0293 4.63 0.107044393687493 580.18129347864 0.674914819397027 39.157295290567 2199.55187813623 0.00552652066227242 0.080064128 0.61063333297741 39.1572952905669 0.00379651665937196 0.260445787049043 0.733936490539928 0.0082218511221437 -0.00442533446277174
"633" "ptom" "Pt_m_4" "D" 6 0 3.95 310 4 809.232263663152 748.671063333252 0.31 0.52 0.0262 4.92 0.129427341982109 164.478102370559 0.549699447240178 9.041352195621 374.335531666626 0.00580353866568376 -0.00544107500000002 1.08089160019124 9.04135219562099 0.00397537270404823 0.355809593808297 0.956945543608768 0.0062039963071807 -0.00222862360313247
"635" "pmal" "Pmal_1_RDC" "D" 3 0 3.25 361 8 2530.20473317714 1115.5211654236 0.39 0.49 0.0313 4.96 0.176788036252055 510.121922011521 0.918516440944266 46.8555372253671 557.7605827118 0.0128521832218244 0.037362537 2.26818173567898 46.855537225367 0.0101912282460397 0.550327570058425 0.853330358360174 0.00610245022553465 0.00408877802050505
"636" "ssem" "SS" "D" 0 0 2.92 191 6 626.268202011913 399.440411288505 0.72 0.5 0.014 5.16 0.231961585197792 121.369806591456 1.69139433529757 20.528420334495 199.720205644252 0.0200138909513891 0.0132133679999999 1.56786390238212 20.528420334495 0.0125458137496135 0.382739835395136 1.52855815089977 0.0056898425264925 0.006855971223121
"637" "sbec" "SHOREABECCARINA_Sbec" "D" 18 0 4.85 292 5 1648.29966126355 1969.98206568876 0.41 0.42 0.037 5.37 0.0571129999144131 306.945933196192 -0.0608179257036034 -1.86678149601492 984.99103284438 -0.000515930388203164 0.058633624 0.836707952814412 -1.86678149601492 -0.000376006814761403 0.332000240374706 0.683494899659661 0.00323018376090687 -0.00360619057566827
"638" "spar" "Sp_m_1" "D" 18 0 4.66 365 10 1710.1865827431 1351.94123952881 0.36 0.39 0.0423 4.81 0.065007644517345 355.548146100436 0.122442744041672 4.35342906474668 675.970619764404 0.00142170063348848 0.125801078 1.26498588306926 4.35342906474668 0.0010323867082217 0.405559358001349 0.854128145770512 0.00640743154576376 -0.00537504483754206
"639" "slep" "SL_m_108" "D" 21 0 4.74 433 8 1676.88994432024 1299.82726436008 0.42 0.4 0.055 4.44 -0.0122346246321945 377.677915387442 0.743251050548271 28.0709507380597 649.913632180042 0.00943017047645734 -0.015078194 1.29008676021717 28.0709507380597 0.00708834722384671 0.423440527270878 0.756590818171284 0.0138467526479274 -0.00675840542408069
"640" "spar" "9Q_Spar_10" "D" 0 0 4.18 339 11 2858.4481980723 1512.27793401294 0.36 0.39 0.0423 4.81 0.202843509215184 594.271974651205 1.68484972086887 100.125897061128 756.138967006468 0.0229082980802914 -0.02765647 1.8901606204669 100.125897061128 0.0171714779415651 0.490220628438805 0.965573942328742 0.00640743154576376 0.0107640463958013
"644" "sjoh" "S.Joh_m_7" "E" 18 0 4.49 350 5 1087.75476451493 1100.1511521094 0.4 0.39 0.0449 4.73 0.00979366110481621 229.969294823453 0.267809782667349 6.15880268668325 550.075576054698 0.00281493031299331 0.132319919 0.988732105065115 6.15880268668323 0.00193264404024056 0.34133952162952 0.907891468862109 0.0070596393221021 -0.00512699528186154
"646" "sjoh" "8L_SJoh_50" "E" 9 0 3.66 362 7 1817.55426280518 1005.6413734571 0.4 0.39 0.0449 4.73 0.16580806359401 384.260943510609 0.610892067352892 23.4741962184169 502.820686728549 0.0083147607331581 0.089620324 1.80735827977818 23.4741962184169 0.00634166324202433 0.491020734067699 0.87346037894874 0.0070596393221021 -0.00071797608007777
"648" "ssem" "SS" "E" 6 0 3.68 235 7 1077.78405801047 663.225013017324 0.72 0.5 0.014 5.16 0.0850248074834217 208.872879459393 0.660102298588665 13.7877467843978 331.612506508662 0.00791939973997857 0.162689307 1.62506545569974 13.7877467843979 0.0054370831598745 0.425015170602137 1.19848148592459 0.0056898425264925 -0.000252759366617999
"649" "dry" "DL_m_6" "E" 0 0 2.97 291 7 618.060847296175 553.227787168129 0.59 0.42 0.0372 5.43 0.225056381419371 113.823360459701 1.77701937712561 20.2266317106442 276.613893584064 0.0172686997171239 -0.031798728 1.11719053458958 20.2266317106441 0.0116515502393414 0.356033921824542 1.02068612857891 0.00485143318773572 0.00680011705160568
"652" "sbec" "SHOREABECCARINA_Sbec" "E" 15 0 5.81 300 5 1875.98176233901 2370.87981633788 0.41 0.42 0.037 5.37 -0.00486511436690532 349.344834700001 0.0308002606029796 1.07599119490649 1185.43990816894 0.000253361494122847 0.126087225 0.791259746450033 1.07599119490649 0.000183057335655103 0.319158952951459 0.687942980381743 0.00323018376090687 -0.00304712642525176
"653" "sxan" "ou_sxan_2" "E" 6 0 2.65 115 4 683.037226483525 234.31029271918 0.51 0.57 0.006 6.96 0.222851471139058 98.1375325407364 -0.0107635033295312 -0.105630365825419 117.15514635959 -0.00011514760067943 0.031373626 2.91509697912478 -0.105630365825419 -7.87839270048071e-05 0.509440202846428 1.80706032773297 0.00327295019169622 -0.00335173411870103
"654" "ssem" "SS" "E" 9 0 3.98 269 9 2055.89689121148 909.731189776765 0.72 0.5 0.014 5.16 0.136951011304933 398.429630079745 0.470980838148211 18.765272111804 454.865594888383 0.00632758781591748 0.107236842 2.25989491655878 18.765272111804 0.0047823458392158 0.523947102123676 1.0533170611369 0.0056898425264925 -0.000907496687276699
"655" "pmal" "Pmal_Tawau" "E" 0 0 4.23 271 5 1000.28087847015 945.251535789381 0.39 0.49 0.0313 4.96 0.104956914257519 201.669531949627 1.62626692080158 32.7968488743215 472.625767894691 0.0168575186072158 0.00790953999999999 1.05821661282445 32.7968488743216 0.0111464723268963 0.339959584950269 1.05455519791668 0.00610245022553465 0.00504402210136165
"658" "ssmi" "Ssmi_5" "E" 3 0 4.28 283 6 3565.96173109089 1612.68857934851 0.31 0.37 0.0293 4.63 0.146068477271148 770.18611902611 1.16556840215456 89.7704604114885 806.344289674255 0.0173347214100408 0.040357033 2.21119054029108 89.7704604114885 0.0128383606279787 0.509979591053286 1.12465069548112 0.0082218511221437 0.004616509505835
"660" "ssem" "SS" "E" 6 0 3.31 215 7 974.684391059923 536.161104471209 0.72 0.5 0.014 5.16 0.200466419716112 188.892323848822 0.660102298588665 12.4688257158362 268.080552235605 0.00825287943255431 0.060545428 1.81789462706589 12.4688257158362 0.00560578317797887 0.438202400752368 1.33063268347524 0.0056898425264925 -8.40593485136286e-05
"661" "slep" "8P_Slep_4" "E" 6 0 4.73 461 6 1002.10835357281 1273.01855781331 0.42 0.4 0.055 4.44 -0.00451068071656481 225.700079633515 1.35970010874774 30.6884422822065 636.509278906657 0.0134886727103542 0.016629613 0.787190687380194 30.6884422822065 0.00953468201071319 0.311347979272837 0.741140118616061 0.0138467526479274 -0.00431207063721421
"662" "sbec" "Sbec_Sfr" "E" 6 0 3.96 242 6 2018.50581446337 1499.80417123449 0.41 0.42 0.037 5.37 0.130385382672597 375.885626529491 0.508653839636675 19.1195667198463 749.902085617243 0.00543430419649448 0.155747724 1.3458462465816 19.1195667198463 0.00413375611328695 0.436412125468411 0.738042050832399 0.00323018376090687 0.000903572352380084
"664" "sjoh" "8m_SJoh_7" "E" 9 0 2.98 311 5 781.784627607884 625.949206033672 0.4 0.39 0.0449 4.73 0.0565297043906837 165.282162284965 0.528145990099064 8.7293111245707 312.974603016836 0.00620096705496488 0.052030643 1.2489585737502 8.7293111245707 0.00427195673439563 0.382590339271557 1.01552159092983 0.0070596393221021 -0.00278768258770647
"665" "slep" "SL_maliau" "E" 0 0 4.05 302 8 1488.00433795065 741.674886449574 0.42 0.4 0.055 4.44 0.214092424969261 335.136112151047 2.35636289610934 78.9702299819066 370.837443224787 0.0354177538713666 -0.045793951 2.00627574849377 78.9702299819066 0.0269858103004925 0.508482789013611 0.939336161765133 0.0138467526479274 0.0131390576525651
"668" "ptom" "Ptom_1_RDC" "E" 0 0 2.63 100 1 114.720019356073 144.696188165564 0.31 0.52 0.0262 4.92 0.0257977899254414 23.3170771048928 1.55259663944335 3.62020155546979 72.348094082782 0.0139551864937654 0.117606838 0.792833735362868 3.62020155546982 0.00743681576721861 0.235664129659805 1.57141918046005 0.0062039963071807 0.00123281946003791
"669" "spar" "Spar_1" "E" 9 0 4.52 234 6 912.27518326073 805.693246723997 0.36 0.39 0.0423 4.81 0.127977223805205 189.662200262106 0.366394551419033 6.94911967861811 402.846623361998 0.00404496354958041 0.021822467 1.1322859996284 6.94911967861812 0.00266139848235541 0.3493863828092 1.10849857395569 0.00640743154576376 -0.00374603306340835
"670" "slep" "SL_m_108" "E" 3 0 4.23 441 9 2400.66972809376 1254.33537323203 0.42 0.4 0.055 4.44 0.169026463851894 540.691380201296 1.64766498336507 89.0878253965006 627.167686616013 0.0243742000152574 -0.00299729400000004 1.91389781339578 89.0878253965007 0.0195199107352173 0.52600743803731 0.72463973378625 0.0138467526479274 0.0056731580872899
"672" "ssmi" "Ssmi_Tawau" "E" 15 0 5.6 410 8 5182.3697035184 3573.95654158962 0.31 0.37 0.0293 4.63 0.0755812980393393 1119.30231177503 0.440204119602404 49.2721488723864 1786.97827079481 0.00562703438555795 -0.022273771 1.45003713481457 49.2721488723864 0.00425162163020372 0.447179098769519 0.792594595524722 0.0082218511221437 -0.00397022949193998
"673" "ptom" "Ptom_3" "E" 12 0 4.88 365 7 2756.22274785496 1538.26547035012 0.31 0.52 0.0262 4.92 0.00148810384984718 560.207875580276 0.272335208606026 15.2564328658893 769.132735175062 0.00355256135089966 -0.052464483 1.79177313732955 15.2564328658893 0.00264592741697217 0.478012481681556 0.956608350589845 0.0062039963071807 -0.00355806889020853
"674" "dry" "Dl_m_4" "E" 21 0 5.8 565 12 3092.32260850109 3373.18992586499 0.59 0.42 0.0372 5.43 0.0915894069346285 569.48850985287 0.117292479339204 6.67967192758321 1686.5949629325 0.00103312334359864 0.124403682 0.916735397787635 6.6796719275832 0.000797978964620893 0.369420597322404 0.564813829386545 0.00485143318773572 -0.00405345422311483
"675" "ssem" "Ssem_ou" "E" 18 0 3.5 241 6 777.869988506603 604.374024883883 0.72 0.5 0.014 5.16 0.0399402993526822 150.749997772598 0.0614767657771289 0.926762230396867 302.187012441941 0.000670476573903638 0.174381666 1.28706720752278 0.926762230396868 0.000436426383840841 0.366310769955392 1.22652647600314 0.0056898425264925 -0.00525341614265166
"676" "spar" "SP_m_7" "E" 0 0 2.08 199 4 1990.15325914081 1037.95137183552 0.36 0.39 0.0423 4.81 -0.0210881734973458 413.75327632865 1.62977257204966 67.4323741356118 518.975685917758 0.0222688388788832 0.097843137 1.91738583631468 67.4323741356119 0.0120703966087073 0.356237481741797 2.46493897392078 0.00640743154576376 0.00566296506294354
"678" "dry" "Dl_m_4" "E" 6 0 4.89 600 11 2786.5387269267 3009.18702253641 0.59 0.42 0.0372 5.43 0.170174977726598 513.17471950768 0.724481454812983 37.1785567362169 1504.5935112682 0.00641482332728752 0.100918332 0.92601048258475 37.1785567362168 0.00506068970582222 0.37929949648895 0.5153597041846 0.00485143318773572 0.000209256518086497
"680" "dry" "DL_m_6" "E" 3 0 3.42 278 9 1047.00249998875 684.798367137834 0.59 0.42 0.0372 5.43 0.14542419790034 192.818139961095 1.0419578915047 20.0908382557721 342.399183568917 0.0116011249544568 0.092209053 1.52892084770116 20.0908382557722 0.00837998813859742 0.436709928141839 0.972077753834145 0.00485143318773572 0.0035285549508617
"682" "sbec" "Sbec_Sfr" "E" 3 0 4.14 265 4 1006.37842757058 1523.9024212787 0.41 0.42 0.037 5.37 0.0740674987495533 187.407528411654 0.805381593852184 15.0934573932076 761.95121063935 0.00596513126203828 0.195672248 0.660395582760563 15.0934573932076 0.00416435447143347 0.277664447291827 0.717998875736614 0.00323018376090687 0.000934170710526604
"683" "sjoh" "ou_SJoh_23A" "E" 3 0 3.71 380 2 373.412583832878 856.721574750003 0.4 0.39 0.0449 4.73 0.0645553108267107 78.9455779773526 1.01979439649318 8.05082580492197 428.360787375001 0.00654467299257551 0.029890393 0.435862239073228 8.05082580492196 0.00405758473788772 0.188198482715798 0.880108818628824 0.0070596393221021 -0.00300205458421438
"685" "sxan" "Sxan_1" "E" 0 0 4.58 205 3 761.116919746179 1035.25192280228 0.51 0.57 0.006 6.96 0.117172813162667 109.355879273876 0.967830175864166 10.5837919869416 517.62596140114 0.00589176996185633 -0.031337419 0.735199716109625 10.5837919869416 0.0038972571680201 0.280265180461028 0.888029166266142 0.00327295019169622 0.000624306976323882
"686" "spar" "Sp_m_6" "E" 12 0 4.19 392 16 6795.22432433027 2245.38139404208 0.36 0.39 0.0423 4.81 0.178471495444325 1412.72854975681 0.309399183031542 43.7097059140093 1122.69069702104 0.0048348205060179 -0.01909448 3.02631185167954 43.7097059140093 0.00400113466011422 0.622026778693445 0.838931824864813 0.00640743154576376 -0.00240629688564954
"687" "slep" "SL_maliau" "E" 12 0 4.28 311 11 3668.97279157627 941.047097621942 0.42 0.4 0.055 4.44 0.196168440429423 826.345223327988 0.99633753777563 82.3318765163261 470.523548810971 0.0178593321710474 -0.060412479 3.89881951801125 82.3318765163261 0.015116096431327 0.673621795932032 0.889026928698205 0.0138467526479274 0.0012693437833996
"691" "sbec" "SHOREABECCARINA_Sbec" "E" 18 0 2.84 200 4 727.522179874852 907.232545298757 0.41 0.42 0.037 5.37 -0.0796340936999277 135.478990665708 -0.0603207225760906 -0.817219061083494 453.616272649378 -0.000499903164981956 0.076665608 0.801913669923817 -0.817219061083494 -0.000337609980109324 0.300554356075582 0.866201610102792 0.00323018376090687 -0.00356779374101619
"692" "slep" "12I_Slep_3" "E" 12 0 5.26 581 7 1533.85005588455 1945.80405347963 0.42 0.4 0.055 4.44 0.0479033721278623 345.461724298323 1.05644031992859 36.4959694540802 972.902026739816 0.0104883900258549 0.026417224 0.788285980359435 36.4959694540802 0.00761965778981668 0.320238445547713 0.673273496083831 0.0138467526479274 -0.00622709485811072
"693" "sxan" "8L_Sxan_10" "E" 3 0 3.56 311 7 2402.9910515285 986.066344396609 0.51 0.57 0.006 6.96 0.175372418874728 345.257334989727 0.284189336309418 9.81184528866891 493.033172198304 0.00289515465287379 0.139586466 2.43694662654665 9.81184528866889 0.00231340034547317 0.566568282033026 0.864294201482255 0.00327295019169622 -0.000959549846223048
"694" "ssem" "SS" "E" 0 0 2.01 123 3 142.0426237059 174.804380400963 0.72 0.5 0.014 5.16 0.17263473867886 27.5276402530814 1.69189153842509 4.65737816169981 87.4021902004815 0.0146991390208286 0.209605775 0.812580459254426 4.65737816169983 0.00642993009621101 0.196102637449994 2.33106834537541 0.0056898425264925 0.000740087569718511
"696" "slep" "12H_Slep_8" "E" 15 0 5.12 515 9 2339.15594923134 1797.42924014642 0.42 0.4 0.055 4.44 0.155995534817056 526.836925502555 0.933542088997877 49.1824443994874 898.714620073208 0.0118896244481515 -0.038995853 1.30138972760942 49.1824443994873 0.00912859698213066 0.434163291385915 0.696076325900496 0.0138467526479274 -0.00471815566579674
"697" "spar" "Sp_m_6" "E" 15 0 4.52 411 15 4128.36263907802 2033.044701634 0.36 0.39 0.0423 4.81 0.0225340744341837 858.287450951772 0.199301570123428 17.1058036591923 1016.522350817 0.0027762818968589 0.186722168 2.03063052955007 17.1058036591923 0.00220780586008841 0.532838059451741 0.780340728095208 0.00640743154576376 -0.00419962568567535
"698" "sjoh" "8m_SJoh_7" "E" 12 0 4.01 315 8 2367.68786261976 993.932329263066 0.4 0.39 0.0449 4.73 0.102142664289665 500.56825848198 0.38903133204223 19.4736736375304 496.966164631533 0.00579294284480819 0.049781022 2.38214191541113 19.4736736375304 0.00452600430325813 0.550289876191439 0.946743674667232 0.0070596393221021 -0.00253363501884397
"700" "dry" "DL_m_1" "E" 18 0 5.17 524 16 4127.10681127703 3312.83033233535 0.59 0.42 0.0372 5.43 0.10994010256793 760.056502997612 0.196865881877122 14.9629193739066 1656.41516616767 0.00201116206831843 0.038307692 1.24579480300993 14.9629193739066 0.00161735812286495 0.446103434653969 0.546819434484698 0.00485143318773572 -0.00323407506487077
"701" "ssem" "SS" "E" 3 0 3.28 165 8 1236.60199711226 460.890517510165 0.72 0.5 0.014 5.16 0.0672853944372234 239.651549827957 0.956830052804174 22.9305805076486 230.445258755083 0.0135085016930099 0.159784946 2.68307103342604 22.9305805076487 0.00960769291906356 0.518124355700125 1.49535959603257 0.0056898425264925 0.00391785039257106
"702" "ptom" "9I_Ptom_5" "E" 9 0 5.31 315 6 2107.76995401366 1576.5663398917 0.31 0.52 0.0262 4.92 0.158539117463008 428.408527238548 0.409866990317906 17.559051368579 788.283169945851 0.00476586553665724 -0.050477118 1.33693705154104 17.5590513685791 0.00326263481074894 0.391643231781954 1.0767235023719 0.0062039963071807 -0.00294136149643176
"703" "dry" "DL_m_3" "E" 18 0 4.67 526 20 7425.85539768247 3633.23425414208 0.59 0.42 0.0372 5.43 0.0891395078663415 1367.56084671869 0.354697218921896 48.5070029037591 1816.61712707104 0.00438616598932774 0.167284611 2.04386914750036 48.5070029037591 0.00374904874638488 0.573935559876847 0.517278288526996 0.00485143318773572 -0.00110238444135084
"704" "ptom" "Ptom_1_RDC" "E" 9 0 4.33 245 6 1579.96810328556 810.376689484657 0.31 0.52 0.0262 4.92 NA 321.131728310073 0.331685939166471 10.6514878900679 405.188344742328 0.00445604664326423 -0.02529894 1.94967121313708 10.6514878900679 0.0032547131433082 0.482781654999232 1.08874075415314 0.0062039963071807 -0.0029492831638725
"707" "dry" "DL_m_1" "E" 3 0 5.71 715 11 3544.00970168264 4265.82853750935 0.59 0.42 0.0372 5.43 0.145233213610197 652.672136589806 1.0230483506771 66.7715152871102 2132.91426875468 0.00854966687428066 0.057742843 0.830790471421959 66.7715152871099 0.00667842557428757 0.354468592265267 0.512972811278799 0.00485143318773572 0.00182699238655185
"709" "dry" "DL_m_7" "E" 6 0 5.5 572 14 3568.66352246395 3571.42679924027 0.59 0.42 0.0372 5.43 0.122944555408208 657.212435076234 0.789197699000476 51.8670541516664 1785.71339962013 0.00726420140568846 0.084690573 0.999226282118703 51.8670541516664 0.00571650293288412 0.393318568526922 0.54127488430489 0.00485143318773572 0.000865069745148397
"712" "ssmi" "Ssmi_m_2" "E" 3 0 4.19 285 2 1171.34291596155 1304.79349071389 0.31 0.37 0.0293 4.63 NA 252.989830661243 1.28596512698192 32.5336099711419 652.396745356945 0.0131388601546483 0.094089797 0.897722838363241 32.5336099711418 0.00809861045139295 0.291583073313593 1.18106643483216 0.0082218511221437 -0.000123240670750754
"713" "sbec" "SHOREABECCARINA_Sbec" "E" 18 0 5.1 335 6 2463.1709751739 2395.0737629484 0.41 0.42 0.037 5.37 -0.0427600057741682 458.691056829405 -0.0603207225760906 -2.76685759871403 1197.5368814742 -0.000569517953058787 0.042044468 1.02843219832264 -2.76685759871403 -0.000431661415703546 0.384282830731016 0.647805499745386 0.00323018376090687 -0.00366184517661041
"714" "ptom" "Ptom_4" "E" 6 0 5.02 260 6 1848.15811951692 1201.54473980716 0.31 0.52 0.0262 4.92 -0.0746197614892684 375.641894210757 0.553975574621526 20.8096434197323 600.772369903579 0.00682349867499694 -0.07120756 1.53815172942586 20.8096434197322 0.00474390613602936 0.421318542883597 1.11265300111936 0.0062039963071807 -0.00146009017115134
"715" "sjoh" "SJ_m_4" "E" 0 0 4.93 440 11 5980.2304231361 2066.55443384406 0.4 0.39 0.0449 4.73 0.143934956660667 1264.31932835858 1.77871008049109 224.885753431114 1033.27721692203 0.0279472804888076 0.059612403 2.89381703438225 224.885753431114 0.023344091587684 0.62077319075664 0.76781635680056 0.0070596393221021 0.0162844522655819
"716" "dry" "DL_Tawau" "E" 9 0 4.1 511 10 1947.34933220694 1931.81990416947 0.59 0.42 0.0372 5.43 0.208234497964435 358.627869651369 0.583104575049776 20.9117551534068 965.909952084736 0.0053907818605359 0.112341691 1.00803875558169 20.9117551534069 0.00419750937190362 0.39088144502195 0.570847421850152 0.00485143318773572 -0.000653923815832103
"718" "ptom" "Pt_m_2" "E" 0 0 3.58 350 8 3238.35165951412 873.953164892528 0.31 0.52 0.0262 4.92 0.0792023483173941 658.201556811813 1.60605234876715 105.710615627981 436.976582446264 0.0257059289478214 0.233638254 3.70540641032217 105.710615627981 0.0219173365156286 0.671418311736032 0.813368317077501 0.0062039963071807 0.0157133402084479
"719" "pmal" "Pmal_Tawau" "E" 9 0 4.02 300 4 728.20013032529 925.289404907947 0.39 0.49 0.0313 4.96 NA 146.814542404292 0.405356220524705 5.95121880270679 462.644702453973 0.00359918746136324 NA 0.786997156200805 5.9512188027068 0.00229526533364204 0.280852136427759 1.01517898605986 0.00610245022553465 -0.00380718489189261
"722" "ssem" "SS" "E" 12 0 3.67 175 11 3144.51902079269 648.263615813856 0.72 0.5 0.014 5.16 0.0830298438150709 609.402911006335 0.331866180091376 20.2240216212237 324.131807906928 0.00533223850637495 0.199755718 4.85067948298307 20.2240216212237 0.00435328926478464 0.67686838713435 1.31567600825111 0.0056898425264925 -0.00133655326170786
"723" "dry" "DL_m_3" "E" 12 0 4.54 540 20 7996.01150898537 3682.37569953266 0.59 0.42 0.0372 5.43 0.127947174451649 1472.56197218883 0.55591581500908 81.8620488920734 1841.18784976633 0.00700970497299186 0.060092188 2.17142740486805 81.8620488920734 0.00604811924479047 0.590760086555117 0.50422275208523 0.00485143318773572 0.00119668605705475
"724" "sjoh" "SJ_m_10" "E" 6 0 3.37 335 4 616.243295929587 732.982111850667 0.4 0.39 0.0449 4.73 0.0894963041931013 130.283994911118 0.770673354595678 10.0406403408277 366.491055925334 0.00744178124939598 0.105648191 0.840734427165852 10.0406403408277 0.00489851578732061 0.300645916144101 0.955692805069973 0.0070596393221021 -0.00216112353478149
"725" "ssmi" "9H_Ssmi_4" "E" 6 0 5.28 415 7 4566.80056674179 3192.30196364308 0.31 0.37 0.0293 4.63 0.146754602791085 986.350014415074 0.964112025080573 95.095190983597 1596.15098182154 0.0122559523619132 -0.00732965099999999 1.4305666001377 95.0951909835969 0.00916778713662235 0.440268903803104 0.818735332795257 0.0082218511221437 0.000945936014478647
"726" "sjoh" "SJ_m_6" "E" 6 0 4.17 415 7 2019.3069538593 1354.61634218122 0.4 0.39 0.0449 4.73 0.162393812373821 426.914789399429 0.750561291172755 32.042571555238 677.308171090609 0.00949712508071588 0.057983237 1.4906855107091 32.042571555238 0.00719690775951406 0.453545554545076 0.79605271386531 0.0070596393221021 0.000137268437411959
"727" "sbec" "SHOREABECCARINA_Sbec" "E" 0 0 4.5 271 5 1534.54029032584 1743.91758118025 0.41 0.42 0.037 5.37 NA 285.761692798109 1.5009232318448 42.8906363491979 871.958790590124 0.0130825644343248 -0.023611738 0.879938540035418 42.8906363491977 0.00952179260146318 0.34067049656504 0.703022264929446 0.00323018376090687 0.00629160884055631
"729" "pmal" "Pm_m_6" "E" 15 0 3.45 360 8 2563.03481868436 1169.61522872026 0.39 0.49 0.0313 4.96 0.0563897090315172 516.740890863782 0.158049381953141 8.16705784309364 584.807614360128 0.00218800523471852 0.155412419 2.19134870660732 8.16705784309363 0.00172341033078649 0.540850912231681 0.860319982579661 0.00610245022553465 -0.00437903989474816
"730" "sbec" "SHOREABECCARINA_Sbec" "E" 3 0 4.41 311 5 1601.51733137918 1926.25958083028 0.41 0.42 0.037 5.37 0.0784589850717538 298.234139921635 0.765861746223891 22.8406119183963 963.129790415141 0.00647450575441608 0.076928015 0.831413038677202 22.8406119183964 0.00476008867152296 0.333763584512623 0.659610779548117 0.00323018376090687 0.00152990491061609
